English,Japanese,context
infers,"	ファイル",We found several infers.
innovate,"	出願",This is about innovate.
innovation,有限,This is about innovation.
innovated,"	無限",I innovated the report.
innovates,"	無限",We found several innovates.
innovating,財団,They are innovating the results.
innovations,"	基礎",We found several innovations.
innovative,球,This is about innovative.
innovator,"	 グローバル",She is an innovator.
innovators,"	グローバル",We found several innovators.
insert,"	グローバリゼーション",This is about insert.
inserted,"	グローバリゼーション",I inserted the report.
inserting,等級,They are inserting the results.
insertion,"	傾斜",This is about insertion.
inserts,"	成績",We found several inserts.
intervene,"	採点",This is about intervene.
intervened,保証,I intervened the report.
intervenes,"	折り紙付き",We found several intervenes.
intervening,"	保証",They are intervening the results.
intervention,"	保証",This is about intervention.
interventions,階層,We found several interventions.
isolate,"	階層",This is about isolate.
isolated,"	階層",I isolated the report.
isolates,同じ,We found several isolates.
isolating,"	同様に",They are isolating the results.
isolation,イデオロギー,This is about isolation.
isolationism,"	イデオロギー",This is about isolationism.
media,"	イデオロギー",This is about media.
mode,"	イデオロギー",This is about mode.
modes,推す,We found several modes.
paradigm,"	推論",This is about paradigm.
paradigms,"	推論",We found several paradigms.
phenomenon,"	推論",This is about phenomenon.
phenomena,"	推論",This is about phenomena.
phenomenal,"	推論",This is about phenomenal.
priority,革新,This is about priority.
priorities,"	革新",We found several priorities.
prioritisation,"	革新",This is about prioritisation.
prioritise,"	革新",This is about prioritise.
prioritised,"	革新",I prioritised the report.
prioritises,"	技術 革新",We found several prioritises.
prioritising,"	革新",They are prioritising the results.
prioritization,"	イノベーター",This is about prioritization.
prioritize,"	イノベーター",This is about prioritize.
prioritized,挿入する,I prioritized the report.
prioritizes,"	挿入",We found several prioritizes.
prioritizing,"	挿入",They are prioritizing the results.
prohibit,"	挿入",This is about prohibit.
prohibited,"	挿入",I prohibited the report.
prohibiting,介入,They are prohibiting the results.
prohibition,"	介入",This is about prohibition.
prohibitions,"	介入",We found several prohibitions.
prohibitive,"	間にある",This is about prohibitive.
prohibits,"	介入",We found several prohibits.
publication,"	介入",This is about publication.
publications,隔離する,We found several publications.
quote,"	分離",This is about quote.
quotation,"	分離",This is about quotation.
quotations,"	分離",We found several quotations.
quoted,"	隔離",I quoted the report.
quotes,"	孤立主義",We found several quotes.
quoting,メディア,They are quoting the results.
release,モード,This is about release.
released,"	モード",I released the report.
releases,パラダイム,We found several releases.
releasing,"	パラダイム",They are releasing the results.
reverse,現象,This is about reverse.
reversal,"	現象",This is about reversal.
reversed,"	驚異",I reversed the report.
reverses,優先権,We found several reverses.
reversible,"	優先 順位",This is about reversible.
reversing,"	優先順位付け",They are reversing the results.
reversals,"	優先順位付け",We found several reversals.
irreversible,"	優先順位付け",This is about irreversible.
simulate,"	優先順位付け",This is about simulate.
simulated,"	優先順位付け",I simulated the report.
simulates,"	優先順位付け",We found several simulates.
simulating,"	優先 順位",They are simulating the results.
simulation,"	優先 順位",This is about simulation.
sole,"	優先 順位",This is about sole.
solely,"	優先 順位 付け",This is about solely.
somewhat,禁止する,This is about somewhat.
submit,"	禁じられた",This is about submit.
submission,"	禁止",This is about submission.
submissions,"	禁止",We found several submissions.
submits,"	禁止",We found several submits.
submitted,"	禁止",I submitted the report.
submitting,"	禁止",They are submitting the results.
successor,出版,She is an successor.
succession,"	出版 物",This is about succession.
successions,引用する,We found several successions.
successive,"	引用",This is about successive.
successively,"	引用",This is about successively.
successors,"	引用",We found several successors.
survive,"	引用符",This is about survive.
survival,"	引用",This is about survival.
survived,解放,I survived the report.
survives,"	リリース",We found several survives.
surviving,"	リリース",They are surviving the results.
survivor,"	リリース",She is an survivor.
survivors,逆,We found several survivors.
thesis,"	逆転",We found several thesis.
theses,"	さかさ",We found several theses.
topic,"	反転",This is about topic.
topical,"	リバーシブル",This is about topical.
topics,"	反転",We found several topics.
transmit,"	逆転",This is about transmit.
transmission,"	不可逆",This is about transmission.
transmissions,シミュレートする,We found several transmissions.
transmitted,"	シミュレーション",I transmitted the report.
transmitting,"	シミュレーション",They are transmitting the results.
transmits,"	シミュレーション",We found several transmits.
ultimate,"	シミュレーション",This is about ultimate.
ultimately,ソール,This is about ultimately.
unique,"	一に",This is about unique.
uniquely,なんとか,This is about uniquely.
uniqueness,送信,This is about uniqueness.
visible,"	提出",This is about visible.
visibility,"	提出",This is about visibility.
visibly,"	送信",This is about visibly.
invisible,"	提出",This is about invisible.
invisibility,"	提出",This is about invisibility.
voluntary,後継,This is about voluntary.
voluntarily,"	承継",This is about voluntarily.
volunteer,"	団地",She is an volunteer.
volunteering,"	後続",They are volunteering the results.
volunteered,"	逐次",I volunteered the report.
volunteers,"	後継 者",We found several volunteers.
Sublist 8 of the Academic Word List,生き延びる,This is about Sublist 8 of the Academic Word List.
abandon,"	生存",This is about abandon.
abandoned,"	生き残った",I abandoned the report.
abandoning,"	存続",They are abandoning the results.
abandonment,"	存続",This is about abandonment.
abandons,"	生存者",We found several abandons.
accompany,"	生存 者",This is about accompany.
accompanied,論文,I accompanied the report.
accompanies,"	論文",We found several accompanies.
accompaniment,話題,This is about accompaniment.
accompanying,"	局所",They are accompanying the results.
unaccompanied,"	トピック",I unaccompanied the report.
accumulate,伝える,This is about accumulate.
accumulated,"	感染",I accumulated the report.
accumulating,"	トランス ミッション",They are accumulating the results.
accumulation,"	伝わる",This is about accumulation.
accumulates,"	送信",We found several accumulates.
ambiguous,"	送信",We found several ambiguous.
ambiguities,究極,We found several ambiguities.
ambiguity,"	最近",This is about ambiguity.
unambiguous,ユニーク,We found several unambiguous.
unambiguously,"	一意",This is about unambiguously.
append,"	独特",This is about append.
appendix,目に見える,This is about appendix.
appended,"	可視",I appended the report.
appends,"	目に見えて",We found several appends.
appending,"	インビジブル",They are appending the results.
appendices,"	不可視",We found several appendices.
appendixes,自発的,We found several appendixes.
appreciate,"	進んで",This is about appreciate.
appreciable,"	ボランティア",This is about appreciable.
appreciably,"	志願",This is about appreciably.
appreciated,"	ボランティア",I appreciated the report.
appreciates,"	ボランティア",We found several appreciates.
appreciating,,They are appreciating the results.
appreciation,,This is about appreciation.
unappreciated,アカデミックワードリストのサブリスト8,I unappreciated the report.
arbitrary,,This is about arbitrary.
arbitrariness,,This is about arbitrariness.
arbitrarily,捨てる,This is about arbitrarily.
automate,"	放棄",This is about automate.
automatic,"	放棄",This is about automatic.
automated,"	放棄",I automated the report.
automates,"	ドロップ アウト",We found several automates.
automating,召し連れる,They are automating the results.
automatically,"	伴う",This is about automatically.
automation,"	伴う",This is about automation.
bias,"	伴奏",We found several bias.
biased,"	供奉",I biased the report.
biases,"	別送",We found several biases.
biasing,溜める,They are biasing the results.
unbiased,"	蓄積",I unbiased the report.
chart,"	蓄積",This is about chart.
charted,"	蓄積",I charted the report.
charting,"	蓄積",They are charting the results.
charts,紛らわしい,We found several charts.
uncharted,"	あいまい さ",I uncharted the report.
clarify,"	曖昧さ",This is about clarify.
clarification,"	一義的",This is about clarification.
clarified,"	明確",I clarified the report.
clarifies,追加,We found several clarifies.
clarifying,"	虫垂",They are clarifying the results.
clarity,"	追加",This is about clarity.
commodity,"	追加",This is about commodity.
commodities,"	貼付",We found several commodities.
complement,"	付録",This is about complement.
complementary,"	付録",This is about complementary.
complemented,感謝する,I complemented the report.
complementing,"	かなり",They are complementing the results.
complements,"	かなり",We found several complements.
conform,"	感謝",This is about conform.
conformable,"	高く 評価",This is about conformable.
conformability,"	鑑賞",This is about conformability.
conformance,"	鑑賞",This is about conformance.
conformation,"	評価されない",This is about conformation.
conformed,任意,I conformed the report.
conforming,"	恣意",They are conforming the results.
conformist,"	任意に",This is about conformist.
conformists,自動化,We found several conformists.
conformity,"	自動",This is about conformity.
conforms,"	自動",We found several conforms.
nonconformist,"	自動化",This is about nonconformist.
nonconformists,"	オートメーション",We found several nonconformists.
nonconformity,"	自動的に",This is about nonconformity.
non-conformist,"	オートメーション",This is about non-conformist.
non-conformists,バイアス,We found several non-conformists.
non-conformity,"	詖",This is about non-conformity.
contemporary,"	バイアス",This is about contemporary.
contemporaries,"	バイアス",We found several contemporaries.
contradict,"	公平",This is about contradict.
contradicted,チャート,I contradicted the report.
contradicting,"	チャート",They are contradicting the results.
contradiction,"	チャート",This is about contradiction.
contradictions,"	グラフ",We found several contradictions.
contradictory,"	未知の",This is about contradictory.
contradicts,闡,We found several contradicts.
crucial,"	解明",This is about crucial.
crucially,"	明らか",This is about crucially.
currency,"	明らか",This is about currency.
currencies,"	明らか",We found several currencies.
denote,"	明快",This is about denote.
denotation,商品,This is about denotation.
denotations,"	商品",We found several denotations.
denoted,補語,I denoted the report.
denotes,"	補完",We found several denotes.
denoting,"	補完",They are denoting the results.
detect,"	補完",This is about detect.
detectable,"	補完",This is about detectable.
detected,従う,I detected the report.
detecting,"	適合可能",They are detecting the results.
detection,"	適合性",This is about detection.
detective,"	準拠",This is about detective.
detectives,"	立体配座",We found several detectives.
detector,"	適合",She is an detector.
detectors,"	準拠",We found several detectors.
detects,"	順応",We found several detects.
deviate,"	コンフォーミスト",This is about deviate.
deviated,"	適合",I deviated the report.
deviates,"	準拠",We found several deviates.
deviating,"	異端児",They are deviating the results.
deviation,"	非国教徒",This is about deviation.
deviations,"	不適合",We found several deviations.
displace,"	不適合者",This is about displace.
displaced,"	非国教徒",I displaced the report.
displacement,"	不適合",This is about displacement.
displaces,コンテンポラリー,We found several displaces.
displacing,"	時代",They are displacing the results.
drama,反する,This is about drama.
dramas,"	矛盾",We found several dramas.
dramatic,"	矛盾",This is about dramatic.
dramatically,"	矛盾",This is about dramatically.
dramatise,"	矛盾",This is about dramatise.
dramatised,"	矛盾",I dramatised the report.
dramatising,"	否定",They are dramatising the results.
dramatises,肝要,We found several dramatises.
dramatisation,"	重大",This is about dramatisation.
dramatisations,通貨,We found several dramatisations.
dramatist,"	 通貨",This is about dramatist.
dramatists,示す,We found several dramatists.
dramatization,"	外延",This is about dramatization.
dramatizations,"	表示",We found several dramatizations.
dramatize,"	示される",This is about dramatize.
dramatized,"	示します",I dramatized the report.
dramatizes,"	示す",We found several dramatizes.
dramatizing,見付ける,They are dramatizing the results.
eventual,"	検出可能",This is about eventual.
eventuality,"	検出",This is about eventuality.
eventually,"	検波",This is about eventually.
exhibit,"	検出",This is about exhibit.
exhibited,"	探偵",I exhibited the report.
exhibiting,"	探偵",They are exhibiting the results.
exhibition,"	ディテクター",This is about exhibition.
exhibitions,"	検出 器",We found several exhibitions.
exhibits,"	検出",We found several exhibits.
exploit,逸脱,This is about exploit.
exploitation,"	逸脱",This is about exploitation.
exploited,"	逸脱",I exploited the report.
exploiting,"	逸脱",They are exploiting the results.
exploits,"	偏差",We found several exploits.
fluctuate,"	偏差",This is about fluctuate.
fluctuated,変位,I fluctuated the report.
fluctuates,"	避難",We found several fluctuates.
fluctuating,"	排水量",They are fluctuating the results.
fluctuation,"	変位",This is about fluctuation.
fluctuations,"	変位",We found several fluctuations.
guideline,ドラマ,This is about guideline.
guidelines,"	ドラマ",We found several guidelines.
highlight,"	劇的",This is about highlight.
highlighted,"	劇的",I highlighted the report.
highlighting,"	ドラマチック",They are highlighting the results.
highlights,"	ドラマ化",We found several highlights.
implicit,"	ドラマ化",This is about implicit.
implicitly,"	ドラマチック",This is about implicitly.
induce,"	脚色",This is about induce.
induced,"	ドラマ化",I induced the report.
induces,"	劇作家",We found several induces.
inducing,"	劇作家",They are inducing the results.
induction,"	脚色",This is about induction.
inevitable,"	ドラマ化",This is about inevitable.
inevitability,"	脚色",This is about inevitability.
inevitably,"	脚色",This is about inevitably.
infrastructure,"	ドラマ化する",This is about infrastructure.
infrastructures,"	演出",We found several infrastructures.
inspect,最終的,This is about inspect.
inspected,"	不測",I inspected the report.
inspecting,"	結局",They are inspecting the results.
inspection,展示,This is about inspection.
inspections,"	展示",We found several inspections.
inspector,"	展示",She is an inspector.
inspectors,"	展示",We found several inspectors.
inspects,"	展示 会",We found several inspects.
intense,"	パレード",This is about intense.
intensely,搾り取る,This is about intensely.
intenseness,"	搾取",This is about intenseness.
intensification,"	悪用",This is about intensification.
intensified,"	悪用",I intensified the report.
intensifies,"	悪用",We found several intensifies.
intensify,動く,This is about intensify.
intensifying,"	変動",They are intensifying the results.
intension,"	変動",This is about intension.
intensity,"	変動",This is about intensity.
intensive,"	変動",This is about intensive.
intensively,"	変動",This is about intensively.
manipulate,ガイドライン,This is about manipulate.
manipulated,"	ガイドライン",I manipulated the report.
manipulates,ハイライト,We found several manipulates.
manipulating,"	強調",They are manipulating the results.
manipulation,"	強調 表示",This is about manipulation.
manipulations,"	ハイライト",We found several manipulations.
manipulative,暗黙の,This is about manipulative.
minimise,"	暗黙的",This is about minimise.
minimised,徠,I minimised the report.
minimises,"	誘導",We found several minimises.
minimising,"	誘導",They are minimising the results.
minimize,"	誘導",This is about minimize.
minimized,"	誘導",I minimized the report.
minimizes,必至,We found several minimizes.
minimizing,"	必然",They are minimizing the results.
nuclear,"	必然的に",This is about nuclear.
offset,インフラ,This is about offset.
offsets,"	インフラ",We found several offsets.
offsetting,検査する,They are offsetting the results.
paragraph,"	検査",This is about paragraph.
paragraphing,"	実検",They are paragraphing the results.
paragraphs,"	検査",We found several paragraphs.
plus,"	検査",We found several plus.
pluses,"	インスペクター",We found several pluses.
practitioner,"	検査 官",She is an practitioner.
practitioners,"	検査",We found several practitioners.
predominant,きつい,This is about predominant.
predominance,"	激しく",This is about predominance.
predominantly,"	強烈さ",This is about predominantly.
predominate,"	激化",This is about predominate.
predominated,"	激化",I predominated the report.
predominates,"	激化",We found several predominates.
predominating,"	深まる",They are predominating the results.
prospect,"	激化",This is about prospect.
prospective,"	意図",This is about prospective.
prospects,"	強度",We found several prospects.
radical,"	インテンシブ",This is about radical.
radically,"	集中",This is about radically.
radicals,操る,We found several radicals.
random,"	操作",This is about random.
randomly,"	操作",This is about randomly.
randomness,"	操作",This is about randomness.
reinforce,"	マニピュレーション",This is about reinforce.
reinforced,"	操作",I reinforced the report.
reinforcement,"	操作的",This is about reinforcement.
reinforcements,最小限,We found several reinforcements.
reinforces,"	最小 化",We found several reinforces.
reinforcing,"	最小 化",They are reinforcing the results.
restore,"	最小限",This is about restore.
restoration,"	最小化する",This is about restoration.
restored,"	最小 化",I restored the report.
restores,"	最小 化",We found several restores.
restoring,"	最小 化",They are restoring the results.
revise,核,This is about revise.
revised,相殺,I revised the report.
revises,"	オフセット",We found several revises.
revising,"	相殺",They are revising the results.
revision,段落,This is about revision.
revisions,"	段落",We found several revisions.
schedule,"	段落",This is about schedule.
reschedule,プラス,This is about reschedule.
rescheduled,"	プラス",I rescheduled the report.
reschedules,開業医,We found several reschedules.
rescheduling,"	実務 家",They are rescheduling the results.
scheduled,優勢,I scheduled the report.
schedules,"	優勢",We found several schedules.
scheduling,"	主",They are scheduling the results.
unscheduled,"	そびえる",I unscheduled the report.
tense,"	優勢",This is about tense.
tension,"	優勢",This is about tension.
tensely,"	優勢",This is about tensely.
tenser,見通し,She is an tenser.
tensest,"	プロスペクティブ",This is about tensest.
tensions,"	形勢",We found several tensions.
terminate,部首,This is about terminate.
terminal,"	根本",This is about terminal.
terminals,"	ラジカル",We found several terminals.
terminated,ランダム,I terminated the report.
terminates,"	ランダム",We found several terminates.
terminating,"	無作為",They are terminating the results.
termination,補強する,This is about termination.
terminations,"	強化",We found several terminations.
theme,"	強化",This is about theme.
themes,"	援兵",We found several themes.
thematic,"	強化",This is about thematic.
thematically,"	補強",This is about thematically.
thereby,戻す,This is about thereby.
uniform,"	復旧",This is about uniform.
uniformity,"	復元",This is about uniformity.
uniformly,"	復元",This is about uniformly.
vehicle,"	復元",This is about vehicle.
vehicles,改める,We found several vehicles.
via,"	改訂",This is about via.
virtual,"	改訂",This is about virtual.
virtually,"	改正",This is about virtually.
visual,"	改定",This is about visual.
visualise,"	リビジョン",This is about visualise.
visualised,計画,I visualised the report.
visualising,"	変更する",They are visualising the results.
visualisation,"	スケジュール",This is about visualisation.
visualize,"	スケジュール変更",This is about visualize.
visualized,"	スケジュール変更",I visualized the report.
visualizing,"	予定",They are visualizing the results.
visualization,"	スケジュール",This is about visualization.
visually,"	スケジューリング",This is about visually.
widespread,"	不定期",This is about widespread.
Sublist 9 of the Academic Word List,時制,This is about Sublist 9 of the Academic Word List.
accommodate,"	緊張",This is about accommodate.
accommodated,"	激しく",I accommodated the report.
accommodates,"	テンサー",We found several accommodates.
accommodating,"	テンセスト",They are accommodating the results.
accommodation,"	緊張",This is about accommodation.
analogy,終了する,This is about analogy.
analogies,"	ターミナル",We found several analogies.
analogous,"	端末",We found several analogous.
anticipate,"	終了",This is about anticipate.
anticipated,"	終了",I anticipated the report.
anticipates,"	終了",We found several anticipates.
anticipating,"	終了",They are anticipating the results.
anticipation,"	終端",This is about anticipation.
unanticipated,テーマ,I unanticipated the report.
assure,"	テーマ",This is about assure.
assurance,"	テーマ",This is about assurance.
assurances,"	主題",We found several assurances.
assured,それによって,I assured the report.
assuredly,制服,This is about assuredly.
assures,"	一律",We found several assures.
assuring,"	万遍無く",They are assuring the results.
attain,車,This is about attain.
attainable,"	車",This is about attainable.
attained,経由,I attained the report.
attaining,バーチャル,They are attaining the results.
attainment,"	実際に",This is about attainment.
attainments,ビジュアル,We found several attainments.
attains,"	視覚化する",We found several attains.
unattainable,"	視覚化",This is about unattainable.
behalf,"	視覚化",This is about behalf.
bulk,"	視覚化",This is about bulk.
bulky,"	視覚化",This is about bulky.
cease,"	視覚化",This is about cease.
ceased,"	可視 化",I ceased the report.
ceaseless,"	視覚化",This is about ceaseless.
ceases,"	視覚",We found several ceases.
ceasing,広く,They are ceasing the results.
coherent,,This is about coherent.
coherence,,This is about coherence.
coherently,アカデミックワードリストのサブリスト9,This is about coherently.
incoherent,,This is about incoherent.
incoherently,収容,This is about incoherently.
coincide,"	収容",This is about coincide.
coincided,"	収容",I coincided the report.
coincides,"	収容",We found several coincides.
coinciding,"	収容",They are coinciding the results.
coincidence,アナロジー,This is about coincidence.
coincidences,"	類似",We found several coincidences.
coincident,"	類似",This is about coincident.
coincidental,待つ,This is about coincidental.
commence,"	予想",This is about commence.
commenced,"	予想",I commenced the report.
commences,"	予想",We found several commences.
commencement,"	予想",This is about commencement.
commencing,"	予期 しない",They are commencing the results.
recommences,請け合う,We found several recommences.
recommenced,"	保険",I recommenced the report.
recommencing,"	保険",They are recommencing the results.
compatible,"	保証",This is about compatible.
compatibility,"	確実",This is about compatibility.
incompatibility,"	保証",This is about incompatibility.
incompatible,"	保証",This is about incompatible.
concurrent,到る,This is about concurrent.
concurrently,"	達成",This is about concurrently.
confine,"	達成",This is about confine.
confined,"	達成",I confined the report.
confines,"	到達",We found several confines.
confining,"	素養",They are confining the results.
unconfined,"	達成",I unconfined the report.
controversy,"	及ばない",This is about controversy.
controversies,代わり,We found several controversies.
controversial,嵩,This is about controversial.
controversially,"	分厚い",This is about controversially.
uncontroversial,止める,This is about uncontroversial.
converse,"	停止",This is about converse.
conversely,"	絶え間 ない",This is about conversely.
device,"	停止",This is about device.
devices,"	中止",We found several devices.
devote,コヒーレント,This is about devote.
devoted,"	辻褄",I devoted the report.
devotedly,"	コヒーレント",This is about devotedly.
devotes,"	支離滅裂",We found several devotes.
devoting,"	支離滅裂",They are devoting the results.
devotion,一致,This is about devotion.
devotions,"	一致",We found several devotions.
diminish,"	一致",This is about diminish.
diminished,"	脗",I diminished the report.
diminishes,"	符合",We found several diminishes.
diminishing,"	偶然",They are diminishing the results.
diminution,"	一致",This is about diminution.
undiminished,"	偶然",I undiminished the report.
distort,開始,This is about distort.
distorted,"	開始",I distorted the report.
distorting,"	開始",They are distorting the results.
distortion,"	開始",This is about distortion.
distortions,"	開始",We found several distortions.
distorts,"	繰り返す",We found several distorts.
duration,"	再開しました",This is about duration.
erode,"	再開する",This is about erode.
eroded,コンパチ,I eroded the report.
erodes,"	互換性",We found several erodes.
eroding,"	非 互換 性",They are eroding the results.
erosion,"	相容れない",This is about erosion.
ethic,同時,This is about ethic.
ethical,"	兼",This is about ethical.
ethically,閉じ込める,This is about ethically.
ethics,"	狭い",We found several ethics.
unethical,"	範囲",This is about unethical.
format,"	拘束",This is about format.
formatted,"	一軸",I formatted the report.
formatting,論争,They are formatting the results.
formats,"	論争",We found several formats.
found,"	論争",This is about found.
founded,"	論争",I founded the report.
founder,"	余地",She is an founder.
founders,語り合う,We found several founders.
founding,"	逆に言えば",They are founding the results.
unfounded,デバイス,I unfounded the report.
inherent,"	デバイス",This is about inherent.
inherently,捧げる,This is about inherently.
insight,"	忠実",This is about insight.
insightful,"	献身 的",This is about insightful.
insights,"	充て",We found several insights.
integral,"	捧げる",This is about integral.
intermediate,"	帰依",This is about intermediate.
manual,"	祈り",This is about manual.
manually,減らす,This is about manually.
manuals,"	減少",We found several manuals.
mature,"	減少",This is about mature.
immature,"	減少",This is about immature.
immaturity,"	減る",This is about immaturity.
maturation,"	衰えない",This is about maturation.
maturational,歪める,This is about maturational.
matured,"	歪む",I matured the report.
matures,"	歪曲",We found several matures.
maturing,"	歪み",They are maturing the results.
maturity,"	歪み",This is about maturity.
mediate,"	歪め",This is about mediate.
mediated,期間,I mediated the report.
mediates,むしばむ,We found several mediates.
mediating,"	侵食",They are mediating the results.
mediation,"	侵食",This is about mediation.
medium,"	浸食",This is about medium.
military,"	侵食",This is about military.
minimal,倫理,This is about minimal.
minimalisation,"	倫理的",This is about minimalisation.
minimalise,"	倫理 的",This is about minimalise.
minimalises,"	倫理",We found several minimalises.
minimalised,"	不道徳な",I minimalised the report.
minimalising,形式,They are minimalising the results.
minimalist,"	フォーマット",This is about minimalist.
minimalists,"	フォーマッティング",We found several minimalists.
minimalistic,"	形式",This is about minimalistic.
minimalization,設立する,This is about minimalization.
minimalize,"	設立",This is about minimalize.
minimalized,"	始祖",I minimalized the report.
minimalizes,"	創設 者",We found several minimalizes.
minimalizing,"	創立",They are minimalizing the results.
minimally,"	根拠のない",This is about minimally.
mutual,生得,This is about mutual.
mutually,"	本来",This is about mutually.
norm,直観,This is about norm.
norms,"	洞察 力",We found several norms.
overlap,"	洞察 力",This is about overlap.
overlapped,積分,I overlapped the report.
overlapping,中間,They are overlapping the results.
overlaps,手動,We found several overlaps.
passive,"	手動",This is about passive.
passively,"	マニュアル",This is about passively.
passivity,熟れる,This is about passivity.
portion,"	幼稚",This is about portion.
portions,"	未熟",We found several portions.
preliminary,"	成熟",This is about preliminary.
preliminaries,"	成熟",We found several preliminaries.
protocol,"	成熟",This is about protocol.
protocols,"	成熟",We found several protocols.
qualitative,"	成熟",This is about qualitative.
qualitatively,"	成熟",This is about qualitatively.
refine,取り持つ,This is about refine.
refined,"	媒介",I refined the report.
refinement,"	仲介",This is about refinement.
refinements,"	媒介",We found several refinements.
refines,"	調停",We found several refines.
refining,中程度,They are refining the results.
relax,軍,This is about relax.
relaxation,極小,This is about relaxation.
relaxed,"	最小化",I relaxed the report.
relaxes,"	最小 化",We found several relaxes.
relaxing,"	ミニマライズ",They are relaxing the results.
restrain,"	ミニマライズ",This is about restrain.
restrained,"	ミニマライジング",I restrained the report.
restraining,"	ミニマリスト",They are restraining the results.
restrains,"	ミニマリスト",We found several restrains.
restraint,"	ミニマル",This is about restraint.
restraints,"	ミニマライゼーション",We found several restraints.
unrestrained,"	最小化",I unrestrained the report.
revolution,"	最小 化",This is about revolution.
revolutionary,"	最小 化",This is about revolutionary.
revolutionaries,"	ミニマライジング",We found several revolutionaries.
revolutionise,"	最小限",This is about revolutionise.
revolutionised,相互,I revolutionised the report.
revolutionises,"	互いに",We found several revolutionises.
revolutionising,規格,They are revolutionising the results.
revolutionist,"	規範",This is about revolutionist.
revolutionists,オーバーラップ,We found several revolutionists.
revolutionize,"	オーバー ラップ",This is about revolutionize.
revolutionized,"	重複",I revolutionized the report.
revolutionizes,"	重複",We found several revolutionizes.
revolutionizing,受け身,They are revolutionizing the results.
revolutions,"	受動 的",We found several revolutions.
rigid,"	消極性",This is about rigid.
rigidities,部分,We found several rigidities.
rigidity,"	部分",This is about rigidity.
rigidly,予備的,This is about rigidly.
route,"	予備",This is about route.
routed,議定書,I routed the report.
routes,"	プロトコル",We found several routes.
routing,定性,They are routing the results.
scenario,"	質的",This is about scenario.
scenarios,磨く,We found several scenarios.
sphere,"	床しい",This is about sphere.
spheres,"	洗練",We found several spheres.
spherical,"	改良",This is about spherical.
spherically,"	精製",This is about spherically.
subordinate,"	精錬",This is about subordinate.
subordinates,リラックス,We found several subordinates.
subordination,"	慰安",This is about subordination.
supplement,"	くつろいだ",This is about supplement.
supplementary,"	緩和",This is about supplementary.
supplemented,"	伸びやか",I supplemented the report.
supplementing,抑止する,They are supplementing the results.
supplements,"	拘束",We found several supplements.
suspend,"	抑制",This is about suspend.
suspended,"	抑制",I suspended the report.
suspending,"	拘束",They are suspending the results.
suspends,"	拘束",We found several suspends.
suspension,"	気まま",This is about suspension.
team,革命,This is about team.
teamed,"	革命家",I teamed the report.
teaming,"	革命",They are teaming the results.
teams,"	革命",We found several teams.
temporary,"	革命",This is about temporary.
temporarily,"	革命を起こす",This is about temporarily.
trigger,"	革命を起こす",She is an trigger.
triggered,"	革命家",I triggered the report.
triggering,"	革命家",They are triggering the results.
triggers,"	革命",We found several triggers.
unify,"	革命",This is about unify.
unification,"	革命",This is about unification.
unified,"	革命",I unified the report.
unifies,"	回転",We found several unifies.
unifying,硬直,They are unifying the results.
violate,"	剛性 率",This is about violate.
violated,"	剛性",I violated the report.
violates,"	厳に",We found several violates.
violating,ルート,They are violating the results.
violation,"	ルーティング",This is about violation.
violations,"	ルート",We found several violations.
vision,"	ルーティング",This is about vision.
visions,シナリオ,We found several visions.
Sublist 10 of the Academic Word List,"	シナリオ",This is about Sublist 10 of the Academic Word List.
adjacent,球,This is about adjacent.
albeit,"	球",This is about albeit.
assemble,"	丸い",This is about assemble.
assembled,"	球状",I assembled the report.
assembles,下位,We found several assembles.
assemblies,"	部下",We found several assemblies.
assembling,"	従属",They are assembling the results.
assembly,サプリメント,This is about assembly.
collapse,"	副",This is about collapse.
collapsed,"	補完",I collapsed the report.
collapses,"	補完",We found several collapses.
collapsible,"	サプリメント",This is about collapsible.
collapsing,停止する,They are collapsing the results.
colleague,"	中断",This is about colleague.
colleagues,"	中断",We found several colleagues.
compile,"	中断",This is about compile.
compilation,"	停止",This is about compilation.
compilations,チーム,We found several compilations.
compiled,"	チーム",I compiled the report.
compiles,"	チーミング",We found several compiles.
compiling,"	チーム",They are compiling the results.
conceive,一時的,This is about conceive.
conceivable,"	仮に",This is about conceivable.
conceivably,トリガー,This is about conceivably.
conceived,"	トリガー",I conceived the report.
conceives,"	トリガー",We found several conceives.
conceiving,"	トリガー",They are conceiving the results.
inconceivable,統一する,This is about inconceivable.
inconceivably,"	統一",This is about inconceivably.
convince,"	ユニファイド",This is about convince.
convinced,"	統一",I convinced the report.
convinces,"	統一",We found several convinces.
convincing,破る,They are convincing the results.
convincingly,"	違反",This is about convincingly.
unconvinced,"	違反",I unconvinced the report.
depress,"	違反",This is about depress.
depressed,"	違反",I depressed the report.
depresses,"	違反",We found several depresses.
depressing,視覚,They are depressing the results.
depression,"	ビジョン",This is about depression.
encounter,,She is an encounter.
encountered,,I encountered the report.
encountering,アカデミックワードリストのサブリスト10,They are encountering the results.
encounters,,We found several encounters.
enormous,,We found several enormous.
enormity,隣接,This is about enormity.
enormously,とはいえ,This is about enormously.
forthcoming,集める,They are forthcoming the results.
incline,"	組み立て",This is about incline.
inclination,"	組み立て",This is about inclination.
inclinations,"	アセンブリ",We found several inclinations.
inclined,"	組立",I inclined the report.
inclines,"	集会",We found several inclines.
inclining,倒れる,They are inclining the results.
integrity,"	崩壊",This is about integrity.
intrinsic,"	崩壊",This is about intrinsic.
intrinsically,"	折り畳める",This is about intrinsically.
