English,Japanese,context
submit,	禁じられた,This example illustrates how to use the word 'submit'.
submission,	禁止,This example illustrates how to use the word 'submission'.
submissions,	禁止,We found several submissions.
submits,	禁止,We found several submits.
submitted,	禁止,I submitted the report.
submitting,	禁止,They are submitting the results.
successor,出版,She is an successor.
succession,	出版 物,This example illustrates how to use the word 'succession'.
successions,引用する,We found several successions.
successive,	引用,This example illustrates how to use the word 'successive'.
successively,	引用,This example illustrates how to use the word 'successively'.
successors,	引用,We found several successors.
survive,	引用符,This example illustrates how to use the word 'survive'.
survival,	引用,This example illustrates how to use the word 'survival'.
survived,解放,I survived the report.
survives,	リリース,We found several survives.
surviving,	リリース,They are surviving the results.
survivor,	リリース,She is an survivor.
survivors,逆,We found several survivors.
thesis,	逆転,We found several thesis.
theses,	さかさ,We found several theses.
topic,	反転,This example illustrates how to use the word 'topic'.
topical,	リバーシブル,This example illustrates how to use the word 'topical'.
topics,	反転,We found several topics.
transmit,	逆転,This example illustrates how to use the word 'transmit'.
transmission,	不可逆,This example illustrates how to use the word 'transmission'.
transmissions,シミュレートする,We found several transmissions.
transmitted,	シミュレーション,I transmitted the report.
transmitting,	シミュレーション,They are transmitting the results.
transmits,	シミュレーション,We found several transmits.
ultimate,	シミュレーション,This example illustrates how to use the word 'ultimate'.
ultimately,ソール,This example illustrates how to use the word 'ultimately'.
unique,	一に,This example illustrates how to use the word 'unique'.
uniquely,なんとか,This example illustrates how to use the word 'uniquely'.
uniqueness,送信,This example illustrates how to use the word 'uniqueness'.
visible,	提出,This example illustrates how to use the word 'visible'.
visibility,	提出,This example illustrates how to use the word 'visibility'.
visibly,	送信,This example illustrates how to use the word 'visibly'.
invisible,	提出,This example illustrates how to use the word 'invisible'.
invisibility,	提出,This example illustrates how to use the word 'invisibility'.
voluntary,後継,This example illustrates how to use the word 'voluntary'.
voluntarily,	承継,This example illustrates how to use the word 'voluntarily'.
volunteer,	団地,She is an volunteer.
volunteering,	後続,They are volunteering the results.
volunteered,	逐次,I volunteered the report.
volunteers,	後継 者,We found several volunteers.
Sublist 8 of the Academic Word List,生き延びる,This example illustrates how to use the word 'Sublist 8 of the Academic Word List'.
abandon,	生存,This example illustrates how to use the word 'abandon'.
abandoned,	生き残った,I abandoned the report.
abandoning,	存続,They are abandoning the results.
abandonment,	存続,This example illustrates how to use the word 'abandonment'.
abandons,	生存者,We found several abandons.
accompany,	生存 者,This example illustrates how to use the word 'accompany'.
accompanied,論文,I accompanied the report.
accompanies,	論文,We found several accompanies.
accompaniment,話題,This example illustrates how to use the word 'accompaniment'.
accompanying,	局所,They are accompanying the results.
unaccompanied,	トピック,I unaccompanied the report.
accumulate,伝える,This example illustrates how to use the word 'accumulate'.
accumulated,	感染,I accumulated the report.
accumulating,	トランス ミッション,They are accumulating the results.
accumulation,	伝わる,This example illustrates how to use the word 'accumulation'.
accumulates,	送信,We found several accumulates.
ambiguous,	送信,We found several ambiguous.
ambiguities,究極,We found several ambiguities.
ambiguity,	最近,This example illustrates how to use the word 'ambiguity'.
unambiguous,ユニーク,We found several unambiguous.
unambiguously,	一意,This example illustrates how to use the word 'unambiguously'.
append,	独特,This example illustrates how to use the word 'append'.
appendix,目に見える,This example illustrates how to use the word 'appendix'.
appended,	可視,I appended the report.
appends,	目に見えて,We found several appends.
appending,	インビジブル,They are appending the results.
appendices,	不可視,We found several appendices.
appendixes,自発的,We found several appendixes.
appreciate,	進んで,This example illustrates how to use the word 'appreciate'.
appreciable,	ボランティア,This example illustrates how to use the word 'appreciable'.
appreciably,	志願,This example illustrates how to use the word 'appreciably'.
appreciated,	ボランティア,I appreciated the report.
appreciates,	ボランティア,We found several appreciates.
appreciating,,They are appreciating the results.
appreciation,,This example illustrates how to use the word 'appreciation'.
unappreciated,アカデミックワードリストのサブリスト8,I unappreciated the report.
arbitrary,,This example illustrates how to use the word 'arbitrary'.
arbitrariness,,This example illustrates how to use the word 'arbitrariness'.
arbitrarily,捨てる,This example illustrates how to use the word 'arbitrarily'.
automate,	放棄,This example illustrates how to use the word 'automate'.
automatic,	放棄,This example illustrates how to use the word 'automatic'.
automated,	放棄,I automated the report.
automates,	ドロップ アウト,We found several automates.
automating,召し連れる,They are automating the results.
automatically,	伴う,This example illustrates how to use the word 'automatically'.
automation,	伴う,This example illustrates how to use the word 'automation'.
bias,	伴奏,We found several bias.
biased,	供奉,I biased the report.
biases,	別送,We found several biases.
biasing,溜める,They are biasing the results.
unbiased,	蓄積,I unbiased the report.
chart,	蓄積,This example illustrates how to use the word 'chart'.
charted,	蓄積,I charted the report.
charting,	蓄積,They are charting the results.
charts,紛らわしい,We found several charts.
uncharted,	あいまい さ,I uncharted the report.
clarify,	曖昧さ,This example illustrates how to use the word 'clarify'.
clarification,	一義的,This example illustrates how to use the word 'clarification'.
clarified,	明確,I clarified the report.
clarifies,追加,We found several clarifies.
clarifying,	虫垂,They are clarifying the results.
clarity,	追加,This example illustrates how to use the word 'clarity'.
commodity,	追加,This example illustrates how to use the word 'commodity'.
commodities,	貼付,We found several commodities.
complement,	付録,This example illustrates how to use the word 'complement'.
complementary,	付録,This example illustrates how to use the word 'complementary'.
complemented,感謝する,I complemented the report.
complementing,	かなり,They are complementing the results.
complements,	かなり,We found several complements.
conform,	感謝,This example illustrates how to use the word 'conform'.
conformable,	高く 評価,This example illustrates how to use the word 'conformable'.
conformability,	鑑賞,This example illustrates how to use the word 'conformability'.
conformance,	鑑賞,This example illustrates how to use the word 'conformance'.
conformation,	評価されない,This example illustrates how to use the word 'conformation'.
conformed,任意,I conformed the report.
conforming,	恣意,They are conforming the results.
conformist,	任意に,This example illustrates how to use the word 'conformist'.
conformists,自動化,We found several conformists.
conformity,	自動,This example illustrates how to use the word 'conformity'.
conforms,	自動,We found several conforms.
nonconformist,	自動化,This example illustrates how to use the word 'nonconformist'.
nonconformists,	オートメーション,We found several nonconformists.
nonconformity,	自動的に,This example illustrates how to use the word 'nonconformity'.
non-conformist,	オートメーション,This example illustrates how to use the word 'non-conformist'.
non-conformists,バイアス,We found several non-conformists.
non-conformity,	詖,This example illustrates how to use the word 'non-conformity'.
contemporary,	バイアス,This example illustrates how to use the word 'contemporary'.
contemporaries,	バイアス,We found several contemporaries.
contradict,	公平,This example illustrates how to use the word 'contradict'.
contradicted,チャート,I contradicted the report.
contradicting,	チャート,They are contradicting the results.
contradiction,	チャート,This example illustrates how to use the word 'contradiction'.
contradictions,	グラフ,We found several contradictions.
contradictory,	未知の,This example illustrates how to use the word 'contradictory'.
contradicts,闡,We found several contradicts.
crucial,	解明,This example illustrates how to use the word 'crucial'.
crucially,	明らか,This example illustrates how to use the word 'crucially'.
currency,	明らか,This example illustrates how to use the word 'currency'.
currencies,	明らか,We found several currencies.
denote,	明快,This example illustrates how to use the word 'denote'.
denotation,商品,This example illustrates how to use the word 'denotation'.
denotations,	商品,We found several denotations.
denoted,補語,I denoted the report.
denotes,	補完,We found several denotes.
denoting,	補完,They are denoting the results.
detect,	補完,This example illustrates how to use the word 'detect'.
detectable,	補完,This example illustrates how to use the word 'detectable'.
detected,従う,I detected the report.
detecting,	適合可能,They are detecting the results.
detection,	適合性,This example illustrates how to use the word 'detection'.
detective,	準拠,This example illustrates how to use the word 'detective'.
detectives,	立体配座,We found several detectives.
detector,	適合,She is an detector.
detectors,	準拠,We found several detectors.
detects,	順応,We found several detects.
deviate,	コンフォーミスト,This example illustrates how to use the word 'deviate'.
deviated,	適合,I deviated the report.
deviates,	準拠,We found several deviates.
deviating,	異端児,They are deviating the results.
deviation,	非国教徒,This example illustrates how to use the word 'deviation'.
deviations,	不適合,We found several deviations.
displace,	不適合者,This example illustrates how to use the word 'displace'.
displaced,	非国教徒,I displaced the report.
displacement,	不適合,This example illustrates how to use the word 'displacement'.
displaces,コンテンポラリー,We found several displaces.
displacing,	時代,They are displacing the results.
drama,反する,This example illustrates how to use the word 'drama'.
dramas,	矛盾,We found several dramas.
dramatic,	矛盾,This example illustrates how to use the word 'dramatic'.
dramatically,	矛盾,This example illustrates how to use the word 'dramatically'.
dramatise,	矛盾,This example illustrates how to use the word 'dramatise'.
dramatised,	矛盾,I dramatised the report.
dramatising,	否定,They are dramatising the results.
dramatises,肝要,We found several dramatises.
dramatisation,	重大,This example illustrates how to use the word 'dramatisation'.
dramatisations,通貨,We found several dramatisations.
dramatist,	 通貨,This example illustrates how to use the word 'dramatist'.
dramatists,示す,We found several dramatists.
dramatization,	外延,This example illustrates how to use the word 'dramatization'.
dramatizations,	表示,We found several dramatizations.
dramatize,	示される,This example illustrates how to use the word 'dramatize'.
dramatized,	示します,I dramatized the report.
dramatizes,	示す,We found several dramatizes.
dramatizing,見付ける,They are dramatizing the results.
eventual,	検出可能,This example illustrates how to use the word 'eventual'.
eventuality,	検出,This example illustrates how to use the word 'eventuality'.
eventually,	検波,This example illustrates how to use the word 'eventually'.
exhibit,	検出,This example illustrates how to use the word 'exhibit'.
exhibited,	探偵,I exhibited the report.
exhibiting,	探偵,They are exhibiting the results.
exhibition,	ディテクター,This example illustrates how to use the word 'exhibition'.
exhibitions,	検出 器,We found several exhibitions.
exhibits,	検出,We found several exhibits.
exploit,逸脱,This example illustrates how to use the word 'exploit'.
exploitation,	逸脱,This example illustrates how to use the word 'exploitation'.
exploited,	逸脱,I exploited the report.
exploiting,	逸脱,They are exploiting the results.
exploits,	偏差,We found several exploits.
fluctuate,	偏差,This example illustrates how to use the word 'fluctuate'.
fluctuated,変位,I fluctuated the report.
fluctuates,	避難,We found several fluctuates.
fluctuating,	排水量,They are fluctuating the results.
fluctuation,	変位,This example illustrates how to use the word 'fluctuation'.
fluctuations,	変位,We found several fluctuations.
guideline,ドラマ,This example illustrates how to use the word 'guideline'.
guidelines,	ドラマ,We found several guidelines.
highlight,	劇的,The report highlights the need for action.
highlighted,	劇的,I highlighted the report.
highlighting,	ドラマチック,They are highlighting the results.
highlights,	ドラマ化,We found several highlights.
implicit,	ドラマ化,This example illustrates how to use the word 'implicit'.
implicitly,	ドラマチック,This example illustrates how to use the word 'implicitly'.
induce,	脚色,This example illustrates how to use the word 'induce'.
induced,	ドラマ化,I induced the report.
induces,	劇作家,We found several induces.
inducing,	劇作家,They are inducing the results.
induction,	脚色,This example illustrates how to use the word 'induction'.
inevitable,	ドラマ化,This example illustrates how to use the word 'inevitable'.
inevitability,	脚色,This example illustrates how to use the word 'inevitability'.
inevitably,	脚色,This example illustrates how to use the word 'inevitably'.
infrastructure,	ドラマ化する,This example illustrates how to use the word 'infrastructure'.
infrastructures,	演出,We found several infrastructures.
inspect,最終的,This example illustrates how to use the word 'inspect'.
inspected,	不測,I inspected the report.
inspecting,	結局,They are inspecting the results.
inspection,展示,This example illustrates how to use the word 'inspection'.
inspections,	展示,We found several inspections.
inspector,	展示,She is an inspector.
inspectors,	展示,We found several inspectors.
inspects,	展示 会,We found several inspects.
intense,	パレード,This example illustrates how to use the word 'intense'.
intensely,搾り取る,This example illustrates how to use the word 'intensely'.
intenseness,	搾取,This example illustrates how to use the word 'intenseness'.
intensification,	悪用,This example illustrates how to use the word 'intensification'.
intensified,	悪用,I intensified the report.
intensifies,	悪用,We found several intensifies.
intensify,動く,This example illustrates how to use the word 'intensify'.
intensifying,	変動,They are intensifying the results.
intension,	変動,This example illustrates how to use the word 'intension'.
intensity,	変動,This example illustrates how to use the word 'intensity'.
intensive,	変動,This example illustrates how to use the word 'intensive'.
intensively,	変動,This example illustrates how to use the word 'intensively'.
manipulate,ガイドライン,This example illustrates how to use the word 'manipulate'.
manipulated,	ガイドライン,I manipulated the report.
manipulates,ハイライト,We found several manipulates.
manipulating,	強調,They are manipulating the results.
manipulation,	強調 表示,This example illustrates how to use the word 'manipulation'.
manipulations,	ハイライト,We found several manipulations.
manipulative,暗黙の,This example illustrates how to use the word 'manipulative'.
minimise,	暗黙的,This example illustrates how to use the word 'minimise'.
minimised,徠,I minimised the report.
minimises,	誘導,We found several minimises.
minimising,	誘導,They are minimising the results.
minimize,	誘導,This example illustrates how to use the word 'minimize'.
minimized,	誘導,I minimized the report.
minimizes,必至,We found several minimizes.
minimizing,	必然,They are minimizing the results.
nuclear,	必然的に,This example illustrates how to use the word 'nuclear'.
offset,インフラ,This example illustrates how to use the word 'offset'.
offsets,	インフラ,We found several offsets.
offsetting,検査する,They are offsetting the results.
paragraph,	検査,This example illustrates how to use the word 'paragraph'.
paragraphing,	実検,They are paragraphing the results.
paragraphs,	検査,We found several paragraphs.
plus,	検査,We found several plus.
pluses,	インスペクター,We found several pluses.
practitioner,	検査 官,She is an practitioner.
practitioners,	検査,We found several practitioners.
predominant,きつい,This example illustrates how to use the word 'predominant'.
predominance,	激しく,This example illustrates how to use the word 'predominance'.
predominantly,	強烈さ,This example illustrates how to use the word 'predominantly'.
predominate,	激化,This example illustrates how to use the word 'predominate'.
predominated,	激化,I predominated the report.
predominates,	激化,We found several predominates.
predominating,	深まる,They are predominating the results.
prospect,	激化,This example illustrates how to use the word 'prospect'.
prospective,	意図,This example illustrates how to use the word 'prospective'.
prospects,	強度,We found several prospects.
radical,	インテンシブ,This example illustrates how to use the word 'radical'.
radically,	集中,This example illustrates how to use the word 'radically'.
radicals,操る,We found several radicals.
random,	操作,This example illustrates how to use the word 'random'.
randomly,	操作,This example illustrates how to use the word 'randomly'.
randomness,	操作,This example illustrates how to use the word 'randomness'.
reinforce,	マニピュレーション,The teacher used examples to reinforce the concept.
reinforced,	操作,I reinforced the report.
reinforcement,	操作的,This example illustrates how to use the word 'reinforcement'.
reinforcements,最小限,We found several reinforcements.
reinforces,	最小 化,We found several reinforces.
reinforcing,	最小 化,They are reinforcing the results.
restore,	最小限,This example illustrates how to use the word 'restore'.
restoration,	最小化する,This example illustrates how to use the word 'restoration'.
restored,	最小 化,I restored the report.
restores,	最小 化,We found several restores.
restoring,	最小 化,They are restoring the results.
revise,核,This example illustrates how to use the word 'revise'.
revised,相殺,I revised the report.
revises,	オフセット,We found several revises.
revising,	相殺,They are revising the results.
revision,段落,This example illustrates how to use the word 'revision'.
revisions,	段落,We found several revisions.
schedule,	段落,This example illustrates how to use the word 'schedule'.
reschedule,プラス,This example illustrates how to use the word 'reschedule'.
rescheduled,	プラス,I rescheduled the report.
reschedules,開業医,We found several reschedules.
rescheduling,	実務 家,They are rescheduling the results.
scheduled,優勢,I scheduled the report.
schedules,	優勢,We found several schedules.
scheduling,	主,They are scheduling the results.
unscheduled,	そびえる,I unscheduled the report.
tense,	優勢,This example illustrates how to use the word 'tense'.
tension,	優勢,This example illustrates how to use the word 'tension'.
tensely,	優勢,This example illustrates how to use the word 'tensely'.
tenser,見通し,She is an tenser.
tensest,	プロスペクティブ,This example illustrates how to use the word 'tensest'.
tensions,	形勢,We found several tensions.
terminate,部首,This example illustrates how to use the word 'terminate'.
terminal,	根本,This example illustrates how to use the word 'terminal'.
terminals,	ラジカル,We found several terminals.
terminated,ランダム,I terminated the report.
terminates,	ランダム,We found several terminates.
terminating,	無作為,They are terminating the results.
termination,補強する,This example illustrates how to use the word 'termination'.
terminations,	強化,We found several terminations.
theme,	強化,This example illustrates how to use the word 'theme'.
themes,	援兵,We found several themes.
thematic,	強化,This example illustrates how to use the word 'thematic'.
thematically,	補強,This example illustrates how to use the word 'thematically'.
thereby,戻す,This example illustrates how to use the word 'thereby'.
uniform,	復旧,This example illustrates how to use the word 'uniform'.
uniformity,	復元,This example illustrates how to use the word 'uniformity'.
uniformly,	復元,This example illustrates how to use the word 'uniformly'.
vehicle,	復元,This example illustrates how to use the word 'vehicle'.
vehicles,改める,We found several vehicles.
via,	改訂,This example illustrates how to use the word 'via'.
virtual,	改訂,This example illustrates how to use the word 'virtual'.
virtually,	改正,This example illustrates how to use the word 'virtually'.
visual,	改定,This example illustrates how to use the word 'visual'.
visualise,	リビジョン,This example illustrates how to use the word 'visualise'.
visualised,計画,I visualised the report.
visualising,	変更する,They are visualising the results.
visualisation,	スケジュール,This example illustrates how to use the word 'visualisation'.
visualize,	スケジュール変更,This example illustrates how to use the word 'visualize'.
visualized,	スケジュール変更,I visualized the report.
visualizing,	予定,They are visualizing the results.
visualization,	スケジュール,This example illustrates how to use the word 'visualization'.
visually,	スケジューリング,This example illustrates how to use the word 'visually'.
widespread,	不定期,This example illustrates how to use the word 'widespread'.
Sublist 9 of the Academic Word List,時制,This example illustrates how to use the word 'Sublist 9 of the Academic Word List'.
accommodate,	緊張,This example illustrates how to use the word 'accommodate'.
accommodated,	激しく,I accommodated the report.
accommodates,	テンサー,We found several accommodates.
accommodating,	テンセスト,They are accommodating the results.
accommodation,	緊張,This example illustrates how to use the word 'accommodation'.
analogy,終了する,This example illustrates how to use the word 'analogy'.
analogies,	ターミナル,We found several analogies.
analogous,	端末,We found several analogous.
anticipate,	終了,This example illustrates how to use the word 'anticipate'.
anticipated,	終了,I anticipated the report.
anticipates,	終了,We found several anticipates.
anticipating,	終了,They are anticipating the results.
anticipation,	終端,This example illustrates how to use the word 'anticipation'.
unanticipated,テーマ,I unanticipated the report.
assure,	テーマ,This example illustrates how to use the word 'assure'.
assurance,	テーマ,This example illustrates how to use the word 'assurance'.
assurances,	主題,We found several assurances.
assured,それによって,I assured the report.
assuredly,制服,This example illustrates how to use the word 'assuredly'.
assures,	一律,We found several assures.
assuring,	万遍無く,They are assuring the results.
attain,車,This example illustrates how to use the word 'attain'.
attainable,	車,This example illustrates how to use the word 'attainable'.
attained,経由,I attained the report.
attaining,バーチャル,They are attaining the results.
attainment,	実際に,This example illustrates how to use the word 'attainment'.
attainments,ビジュアル,We found several attainments.
attains,	視覚化する,We found several attains.
unattainable,	視覚化,This example illustrates how to use the word 'unattainable'.
behalf,	視覚化,This example illustrates how to use the word 'behalf'.
bulk,	視覚化,This example illustrates how to use the word 'bulk'.
bulky,	視覚化,This example illustrates how to use the word 'bulky'.
cease,	視覚化,This example illustrates how to use the word 'cease'.
ceased,	可視 化,I ceased the report.
ceaseless,	視覚化,This example illustrates how to use the word 'ceaseless'.
ceases,	視覚,We found several ceases.
ceasing,広く,They are ceasing the results.
coherent,,This example illustrates how to use the word 'coherent'.
coherence,,This example illustrates how to use the word 'coherence'.
coherently,アカデミックワードリストのサブリスト9,This example illustrates how to use the word 'coherently'.
incoherent,,This example illustrates how to use the word 'incoherent'.
incoherently,収容,This example illustrates how to use the word 'incoherently'.
coincide,	収容,This example illustrates how to use the word 'coincide'.
coincided,	収容,I coincided the report.
coincides,	収容,We found several coincides.
coinciding,	収容,They are coinciding the results.
coincidence,アナロジー,This example illustrates how to use the word 'coincidence'.
coincidences,	類似,We found several coincidences.
coincident,	類似,This example illustrates how to use the word 'coincident'.
coincidental,待つ,This example illustrates how to use the word 'coincidental'.
commence,	予想,This example illustrates how to use the word 'commence'.
commenced,	予想,I commenced the report.
commences,	予想,We found several commences.
commencement,	予想,This example illustrates how to use the word 'commencement'.
commencing,	予期 しない,They are commencing the results.
recommences,請け合う,We found several recommences.
recommenced,	保険,I recommenced the report.
recommencing,	保険,They are recommencing the results.
compatible,	保証,This example illustrates how to use the word 'compatible'.
compatibility,	確実,This example illustrates how to use the word 'compatibility'.
incompatibility,	保証,This example illustrates how to use the word 'incompatibility'.
incompatible,	保証,This example illustrates how to use the word 'incompatible'.
concurrent,到る,This example illustrates how to use the word 'concurrent'.
concurrently,	達成,This example illustrates how to use the word 'concurrently'.
confine,	達成,This example illustrates how to use the word 'confine'.
confined,	達成,I confined the report.
confines,	到達,We found several confines.
confining,	素養,They are confining the results.
unconfined,	達成,I unconfined the report.
controversy,	及ばない,This example illustrates how to use the word 'controversy'.
controversies,代わり,We found several controversies.
controversial,嵩,This example illustrates how to use the word 'controversial'.
controversially,	分厚い,This example illustrates how to use the word 'controversially'.
uncontroversial,止める,This example illustrates how to use the word 'uncontroversial'.
converse,	停止,This example illustrates how to use the word 'converse'.
conversely,	絶え間 ない,This example illustrates how to use the word 'conversely'.
device,	停止,This example illustrates how to use the word 'device'.
devices,	中止,We found several devices.
devote,コヒーレント,This example illustrates how to use the word 'devote'.
devoted,	辻褄,I devoted the report.
devotedly,	コヒーレント,This example illustrates how to use the word 'devotedly'.
devotes,	支離滅裂,We found several devotes.
devoting,	支離滅裂,They are devoting the results.
devotion,一致,This example illustrates how to use the word 'devotion'.
devotions,	一致,We found several devotions.
diminish,	一致,This example illustrates how to use the word 'diminish'.
diminished,	脗,I diminished the report.
diminishes,	符合,We found several diminishes.
diminishing,	偶然,They are diminishing the results.
diminution,	一致,This example illustrates how to use the word 'diminution'.
undiminished,	偶然,I undiminished the report.
distort,開始,This example illustrates how to use the word 'distort'.
distorted,	開始,I distorted the report.
distorting,	開始,They are distorting the results.
distortion,	開始,This example illustrates how to use the word 'distortion'.
distortions,	開始,We found several distortions.
distorts,	繰り返す,We found several distorts.
duration,	再開しました,This example illustrates how to use the word 'duration'.
erode,	再開する,This example illustrates how to use the word 'erode'.
eroded,コンパチ,I eroded the report.
erodes,	互換性,We found several erodes.
eroding,	非 互換 性,They are eroding the results.
erosion,	相容れない,This example illustrates how to use the word 'erosion'.
ethic,同時,This example illustrates how to use the word 'ethic'.
ethical,	兼,This example illustrates how to use the word 'ethical'.
ethically,閉じ込める,This example illustrates how to use the word 'ethically'.
ethics,	狭い,We found several ethics.
unethical,	範囲,This example illustrates how to use the word 'unethical'.
format,	拘束,This example illustrates how to use the word 'format'.
formatted,	一軸,I formatted the report.
formatting,論争,They are formatting the results.
formats,	論争,We found several formats.
found,	論争,This example illustrates how to use the word 'found'.
founded,	論争,I founded the report.
founder,	余地,She is an founder.
founders,語り合う,We found several founders.
founding,	逆に言えば,They are founding the results.
unfounded,デバイス,I unfounded the report.
inherent,	デバイス,This example illustrates how to use the word 'inherent'.
inherently,捧げる,This example illustrates how to use the word 'inherently'.
insight,	忠実,This example illustrates how to use the word 'insight'.
insightful,	献身 的,This example illustrates how to use the word 'insightful'.
insights,	充て,We found several insights.
integral,	捧げる,This example illustrates how to use the word 'integral'.
intermediate,	帰依,This example illustrates how to use the word 'intermediate'.
manual,	祈り,This example illustrates how to use the word 'manual'.
manually,減らす,This example illustrates how to use the word 'manually'.
manuals,	減少,We found several manuals.
mature,	減少,This example illustrates how to use the word 'mature'.
immature,	減少,This example illustrates how to use the word 'immature'.
immaturity,	減る,This example illustrates how to use the word 'immaturity'.
maturation,	衰えない,This example illustrates how to use the word 'maturation'.
maturational,歪める,This example illustrates how to use the word 'maturational'.
matured,	歪む,I matured the report.
matures,	歪曲,We found several matures.
maturing,	歪み,They are maturing the results.
maturity,	歪み,This example illustrates how to use the word 'maturity'.
mediate,	歪め,This example illustrates how to use the word 'mediate'.
mediated,期間,I mediated the report.
mediates,むしばむ,We found several mediates.
mediating,	侵食,They are mediating the results.
mediation,	侵食,This example illustrates how to use the word 'mediation'.
medium,	浸食,This example illustrates how to use the word 'medium'.
military,	侵食,This example illustrates how to use the word 'military'.
minimal,倫理,This example illustrates how to use the word 'minimal'.
minimalisation,	倫理的,This example illustrates how to use the word 'minimalisation'.
minimalise,	倫理 的,This example illustrates how to use the word 'minimalise'.
minimalises,	倫理,We found several minimalises.
minimalised,	不道徳な,I minimalised the report.
minimalising,形式,They are minimalising the results.
minimalist,	フォーマット,This example illustrates how to use the word 'minimalist'.
minimalists,	フォーマッティング,We found several minimalists.
minimalistic,	形式,This example illustrates how to use the word 'minimalistic'.
minimalization,設立する,This example illustrates how to use the word 'minimalization'.
minimalize,	設立,This example illustrates how to use the word 'minimalize'.
minimalized,	始祖,I minimalized the report.
minimalizes,	創設 者,We found several minimalizes.
minimalizing,	創立,They are minimalizing the results.
minimally,	根拠のない,This example illustrates how to use the word 'minimally'.
mutual,生得,This example illustrates how to use the word 'mutual'.
mutually,	本来,This example illustrates how to use the word 'mutually'.
norm,直観,This example illustrates how to use the word 'norm'.
norms,	洞察 力,We found several norms.
overlap,	洞察 力,This example illustrates how to use the word 'overlap'.
overlapped,積分,I overlapped the report.
overlapping,中間,They are overlapping the results.
overlaps,手動,We found several overlaps.
passive,	手動,This example illustrates how to use the word 'passive'.
passively,	マニュアル,This example illustrates how to use the word 'passively'.
passivity,熟れる,This example illustrates how to use the word 'passivity'.
portion,	幼稚,This example illustrates how to use the word 'portion'.
portions,	未熟,We found several portions.
preliminary,	成熟,This example illustrates how to use the word 'preliminary'.
preliminaries,	成熟,We found several preliminaries.
protocol,	成熟,This example illustrates how to use the word 'protocol'.
protocols,	成熟,We found several protocols.
qualitative,	成熟,This example illustrates how to use the word 'qualitative'.
qualitatively,	成熟,This example illustrates how to use the word 'qualitatively'.
refine,取り持つ,This example illustrates how to use the word 'refine'.
refined,	媒介,I refined the report.
refinement,	仲介,This example illustrates how to use the word 'refinement'.
refinements,	媒介,We found several refinements.
refines,	調停,We found several refines.
refining,中程度,They are refining the results.
relax,軍,This example illustrates how to use the word 'relax'.
relaxation,極小,This example illustrates how to use the word 'relaxation'.
relaxed,	最小化,I relaxed the report.
relaxes,	最小 化,We found several relaxes.
relaxing,	ミニマライズ,They are relaxing the results.
restrain,	ミニマライズ,This example illustrates how to use the word 'restrain'.
restrained,	ミニマライジング,I restrained the report.
restraining,	ミニマリスト,They are restraining the results.
restrains,	ミニマリスト,We found several restrains.
restraint,	ミニマル,This example illustrates how to use the word 'restraint'.
restraints,	ミニマライゼーション,We found several restraints.
unrestrained,	最小化,I unrestrained the report.
revolution,	最小 化,This example illustrates how to use the word 'revolution'.
revolutionary,	最小 化,This example illustrates how to use the word 'revolutionary'.
revolutionaries,	ミニマライジング,We found several revolutionaries.
revolutionise,	最小限,This example illustrates how to use the word 'revolutionise'.
revolutionised,相互,I revolutionised the report.
revolutionises,	互いに,We found several revolutionises.
revolutionising,規格,They are revolutionising the results.
revolutionist,	規範,This example illustrates how to use the word 'revolutionist'.
revolutionists,オーバーラップ,We found several revolutionists.
revolutionize,	オーバー ラップ,This example illustrates how to use the word 'revolutionize'.
revolutionized,	重複,I revolutionized the report.
revolutionizes,	重複,We found several revolutionizes.
revolutionizing,受け身,They are revolutionizing the results.
revolutions,	受動 的,We found several revolutions.
rigid,	消極性,This example illustrates how to use the word 'rigid'.
rigidities,部分,We found several rigidities.
rigidity,	部分,This example illustrates how to use the word 'rigidity'.
rigidly,予備的,This example illustrates how to use the word 'rigidly'.
route,	予備,This example illustrates how to use the word 'route'.
routed,議定書,I routed the report.
routes,	プロトコル,We found several routes.
routing,定性,They are routing the results.
scenario,	質的,This example illustrates how to use the word 'scenario'.
scenarios,磨く,We found several scenarios.
sphere,	床しい,This example illustrates how to use the word 'sphere'.
spheres,	洗練,We found several spheres.
spherical,	改良,This example illustrates how to use the word 'spherical'.
spherically,	精製,This example illustrates how to use the word 'spherically'.
subordinate,	精錬,This example illustrates how to use the word 'subordinate'.
subordinates,リラックス,We found several subordinates.
subordination,	慰安,This example illustrates how to use the word 'subordination'.
supplement,	くつろいだ,This example illustrates how to use the word 'supplement'.
supplementary,	緩和,This example illustrates how to use the word 'supplementary'.
supplemented,	伸びやか,I supplemented the report.
supplementing,抑止する,They are supplementing the results.
supplements,	拘束,We found several supplements.
suspend,	抑制,This example illustrates how to use the word 'suspend'.
suspended,	抑制,I suspended the report.
suspending,	拘束,They are suspending the results.
suspends,	拘束,We found several suspends.
suspension,	気まま,This example illustrates how to use the word 'suspension'.
team,革命,This example illustrates how to use the word 'team'.
teamed,	革命家,I teamed the report.
teaming,	革命,They are teaming the results.
teams,	革命,We found several teams.
temporary,	革命,This example illustrates how to use the word 'temporary'.
temporarily,	革命を起こす,This example illustrates how to use the word 'temporarily'.
trigger,	革命を起こす,She is an trigger.
triggered,	革命家,I triggered the report.
triggering,	革命家,They are triggering the results.
triggers,	革命,We found several triggers.
unify,	革命,This example illustrates how to use the word 'unify'.
unification,	革命,This example illustrates how to use the word 'unification'.
