English,Japanese,context
isolation,イデオロギー,Isolation is used frequently in academic and everyday English.
isolationism,	イデオロギー,Isolationism is used frequently in academic and everyday English.
media,	イデオロギー,Media is used frequently in academic and everyday English.
mode,	イデオロギー,Mode is used frequently in academic and everyday English.
modes,推す,We found several modes.
paradigm,	推論,Paradigm is used frequently in academic and everyday English.
paradigms,	推論,We found several paradigms.
phenomenon,	推論,Phenomenon is used frequently in academic and everyday English.
phenomena,	推論,Phenomena is used frequently in academic and everyday English.
phenomenal,	推論,Phenomenal is used frequently in academic and everyday English.
priority,革新,Priority is used frequently in academic and everyday English.
priorities,	革新,We found several priorities.
prioritisation,	革新,Prioritisation is used frequently in academic and everyday English.
prioritise,	革新,Prioritise is used frequently in academic and everyday English.
prioritised,	革新,I prioritised the report.
prioritises,	技術 革新,We found several prioritises.
prioritising,	革新,They are prioritising the results.
prioritization,	イノベーター,Prioritization is used frequently in academic and everyday English.
prioritize,	イノベーター,You need to prioritize your tasks for better results.
prioritized,挿入する,I prioritized the report.
prioritizes,	挿入,We found several prioritizes.
prioritizing,	挿入,They are prioritizing the results.
prohibit,	挿入,Prohibit is used frequently in academic and everyday English.
prohibited,	挿入,I prohibited the report.
prohibiting,介入,They are prohibiting the results.
prohibition,	介入,Prohibition is used frequently in academic and everyday English.
prohibitions,	介入,We found several prohibitions.
prohibitive,	間にある,Prohibitive is used frequently in academic and everyday English.
prohibits,	介入,We found several prohibits.
publication,	介入,Publication is used frequently in academic and everyday English.
publications,隔離する,We found several publications.
quote,	分離,Quote is used frequently in academic and everyday English.
quotation,	分離,Quotation is used frequently in academic and everyday English.
quotations,	分離,We found several quotations.
quoted,	隔離,I quoted the report.
quotes,	孤立主義,We found several quotes.
quoting,メディア,They are quoting the results.
release,モード,Release is used frequently in academic and everyday English.
released,	モード,I released the report.
releases,パラダイム,We found several releases.
releasing,	パラダイム,They are releasing the results.
reverse,現象,Reverse is used frequently in academic and everyday English.
reversal,	現象,Reversal is used frequently in academic and everyday English.
reversed,	驚異,I reversed the report.
reverses,優先権,We found several reverses.
reversible,	優先 順位,Reversible is used frequently in academic and everyday English.
reversing,	優先順位付け,They are reversing the results.
reversals,	優先順位付け,We found several reversals.
irreversible,	優先順位付け,Irreversible is used frequently in academic and everyday English.
simulate,	優先順位付け,Simulate is used frequently in academic and everyday English.
simulated,	優先順位付け,I simulated the report.
simulates,	優先順位付け,We found several simulates.
simulating,	優先 順位,They are simulating the results.
simulation,	優先 順位,Simulation is used frequently in academic and everyday English.
sole,	優先 順位,Sole is used frequently in academic and everyday English.
solely,	優先 順位 付け,Solely is used frequently in academic and everyday English.
somewhat,禁止する,Somewhat is used frequently in academic and everyday English.
submit,	禁じられた,Submit is used frequently in academic and everyday English.
submission,	禁止,Submission is used frequently in academic and everyday English.
submissions,	禁止,We found several submissions.
submits,	禁止,We found several submits.
submitted,	禁止,I submitted the report.
submitting,	禁止,They are submitting the results.
successor,出版,She is an successor.
succession,	出版 物,Succession is used frequently in academic and everyday English.
successions,引用する,We found several successions.
successive,	引用,Successive is used frequently in academic and everyday English.
successively,	引用,Successively is used frequently in academic and everyday English.
successors,	引用,We found several successors.
survive,	引用符,Survive is used frequently in academic and everyday English.
survival,	引用,Survival is used frequently in academic and everyday English.
survived,解放,I survived the report.
survives,	リリース,We found several survives.
surviving,	リリース,They are surviving the results.
survivor,	リリース,She is an survivor.
survivors,逆,We found several survivors.
thesis,	逆転,We found several thesis.
theses,	さかさ,We found several theses.
topic,	反転,Topic is used frequently in academic and everyday English.
topical,	リバーシブル,Topical is used frequently in academic and everyday English.
topics,	反転,We found several topics.
transmit,	逆転,Transmit is used frequently in academic and everyday English.
transmission,	不可逆,Transmission is used frequently in academic and everyday English.
transmissions,シミュレートする,We found several transmissions.
transmitted,	シミュレーション,I transmitted the report.
transmitting,	シミュレーション,They are transmitting the results.
transmits,	シミュレーション,We found several transmits.
ultimate,	シミュレーション,Ultimate is used frequently in academic and everyday English.
ultimately,ソール,Ultimately is used frequently in academic and everyday English.
unique,	一に,Unique is used frequently in academic and everyday English.
uniquely,なんとか,Uniquely is used frequently in academic and everyday English.
uniqueness,送信,Uniqueness is used frequently in academic and everyday English.
visible,	提出,Visible is used frequently in academic and everyday English.
visibility,	提出,Visibility is used frequently in academic and everyday English.
visibly,	送信,Visibly is used frequently in academic and everyday English.
invisible,	提出,Invisible is used frequently in academic and everyday English.
invisibility,	提出,Invisibility is used frequently in academic and everyday English.
voluntary,後継,Voluntary is used frequently in academic and everyday English.
voluntarily,	承継,Voluntarily is used frequently in academic and everyday English.
volunteer,	団地,She is an volunteer.
volunteering,	後続,They are volunteering the results.
volunteered,	逐次,I volunteered the report.
volunteers,	後継 者,We found several volunteers.
Sublist 8 of the Academic Word List,生き延びる,Sublist 8 of the academic word list is used frequently in academic and everyday English.
abandon,	生存,Abandon is used frequently in academic and everyday English.
abandoned,	生き残った,I abandoned the report.
abandoning,	存続,They are abandoning the results.
abandonment,	存続,Abandonment is used frequently in academic and everyday English.
abandons,	生存者,We found several abandons.
accompany,	生存 者,Accompany is used frequently in academic and everyday English.
accompanied,論文,I accompanied the report.
accompanies,	論文,We found several accompanies.
accompaniment,話題,Accompaniment is used frequently in academic and everyday English.
accompanying,	局所,They are accompanying the results.
unaccompanied,	トピック,I unaccompanied the report.
accumulate,伝える,Accumulate is used frequently in academic and everyday English.
accumulated,	感染,I accumulated the report.
accumulating,	トランス ミッション,They are accumulating the results.
accumulation,	伝わる,Accumulation is used frequently in academic and everyday English.
accumulates,	送信,We found several accumulates.
ambiguous,	送信,We found several ambiguous.
ambiguities,究極,We found several ambiguities.
ambiguity,	最近,Ambiguity is used frequently in academic and everyday English.
unambiguous,ユニーク,We found several unambiguous.
unambiguously,	一意,Unambiguously is used frequently in academic and everyday English.
append,	独特,Append is used frequently in academic and everyday English.
appendix,目に見える,Appendix is used frequently in academic and everyday English.
appended,	可視,I appended the report.
appends,	目に見えて,We found several appends.
appending,	インビジブル,They are appending the results.
appendices,	不可視,We found several appendices.
appendixes,自発的,We found several appendixes.
appreciate,	進んで,Appreciate is used frequently in academic and everyday English.
appreciable,	ボランティア,Appreciable is used frequently in academic and everyday English.
appreciably,	志願,Appreciably is used frequently in academic and everyday English.
appreciated,	ボランティア,I appreciated the report.
appreciates,	ボランティア,We found several appreciates.
appreciating,,They are appreciating the results.
appreciation,,Appreciation is used frequently in academic and everyday English.
unappreciated,アカデミックワードリストのサブリスト8,I unappreciated the report.
arbitrary,,Arbitrary is used frequently in academic and everyday English.
arbitrariness,,Arbitrariness is used frequently in academic and everyday English.
arbitrarily,捨てる,Arbitrarily is used frequently in academic and everyday English.
automate,	放棄,Automate is used frequently in academic and everyday English.
automatic,	放棄,Automatic is used frequently in academic and everyday English.
automated,	放棄,I automated the report.
automates,	ドロップ アウト,We found several automates.
automating,召し連れる,They are automating the results.
automatically,	伴う,Automatically is used frequently in academic and everyday English.
automation,	伴う,Automation is used frequently in academic and everyday English.
bias,	伴奏,We found several bias.
biased,	供奉,I biased the report.
biases,	別送,We found several biases.
biasing,溜める,They are biasing the results.
unbiased,	蓄積,I unbiased the report.
chart,	蓄積,Chart is used frequently in academic and everyday English.
charted,	蓄積,I charted the report.
charting,	蓄積,They are charting the results.
charts,紛らわしい,We found several charts.
uncharted,	あいまい さ,I uncharted the report.
clarify,	曖昧さ,Can you clarify your last point?
clarification,	一義的,Clarification is used frequently in academic and everyday English.
clarified,	明確,I clarified the report.
clarifies,追加,We found several clarifies.
clarifying,	虫垂,They are clarifying the results.
clarity,	追加,Clarity is used frequently in academic and everyday English.
commodity,	追加,Commodity is used frequently in academic and everyday English.
commodities,	貼付,We found several commodities.
complement,	付録,Complement is used frequently in academic and everyday English.
complementary,	付録,Complementary is used frequently in academic and everyday English.
complemented,感謝する,I complemented the report.
complementing,	かなり,They are complementing the results.
complements,	かなり,We found several complements.
conform,	感謝,Conform is used frequently in academic and everyday English.
conformable,	高く 評価,Conformable is used frequently in academic and everyday English.
conformability,	鑑賞,Conformability is used frequently in academic and everyday English.
conformance,	鑑賞,Conformance is used frequently in academic and everyday English.
conformation,	評価されない,Conformation is used frequently in academic and everyday English.
conformed,任意,I conformed the report.
conforming,	恣意,They are conforming the results.
conformist,	任意に,Conformist is used frequently in academic and everyday English.
conformists,自動化,We found several conformists.
conformity,	自動,Conformity is used frequently in academic and everyday English.
conforms,	自動,We found several conforms.
nonconformist,	自動化,Nonconformist is used frequently in academic and everyday English.
nonconformists,	オートメーション,We found several nonconformists.
nonconformity,	自動的に,Nonconformity is used frequently in academic and everyday English.
non-conformist,	オートメーション,Non-conformist is used frequently in academic and everyday English.
non-conformists,バイアス,We found several non-conformists.
non-conformity,	詖,Non-conformity is used frequently in academic and everyday English.
contemporary,	バイアス,Contemporary is used frequently in academic and everyday English.
contemporaries,	バイアス,We found several contemporaries.
contradict,	公平,Contradict is used frequently in academic and everyday English.
contradicted,チャート,I contradicted the report.
contradicting,	チャート,They are contradicting the results.
contradiction,	チャート,Contradiction is used frequently in academic and everyday English.
contradictions,	グラフ,We found several contradictions.
contradictory,	未知の,Contradictory is used frequently in academic and everyday English.
contradicts,闡,We found several contradicts.
crucial,	解明,Crucial is used frequently in academic and everyday English.
crucially,	明らか,Crucially is used frequently in academic and everyday English.
currency,	明らか,Currency is used frequently in academic and everyday English.
currencies,	明らか,We found several currencies.
denote,	明快,Denote is used frequently in academic and everyday English.
denotation,商品,Denotation is used frequently in academic and everyday English.
denotations,	商品,We found several denotations.
denoted,補語,I denoted the report.
denotes,	補完,We found several denotes.
denoting,	補完,They are denoting the results.
detect,	補完,Detect is used frequently in academic and everyday English.
detectable,	補完,Detectable is used frequently in academic and everyday English.
detected,従う,I detected the report.
detecting,	適合可能,They are detecting the results.
detection,	適合性,Detection is used frequently in academic and everyday English.
detective,	準拠,Detective is used frequently in academic and everyday English.
detectives,	立体配座,We found several detectives.
detector,	適合,She is an detector.
detectors,	準拠,We found several detectors.
detects,	順応,We found several detects.
deviate,	コンフォーミスト,Deviate is used frequently in academic and everyday English.
deviated,	適合,I deviated the report.
deviates,	準拠,We found several deviates.
deviating,	異端児,They are deviating the results.
deviation,	非国教徒,Deviation is used frequently in academic and everyday English.
deviations,	不適合,We found several deviations.
displace,	不適合者,Displace is used frequently in academic and everyday English.
displaced,	非国教徒,I displaced the report.
displacement,	不適合,Displacement is used frequently in academic and everyday English.
displaces,コンテンポラリー,We found several displaces.
displacing,	時代,They are displacing the results.
drama,反する,Drama is used frequently in academic and everyday English.
dramas,	矛盾,We found several dramas.
dramatic,	矛盾,Dramatic is used frequently in academic and everyday English.
dramatically,	矛盾,Dramatically is used frequently in academic and everyday English.
dramatise,	矛盾,Dramatise is used frequently in academic and everyday English.
dramatised,	矛盾,I dramatised the report.
dramatising,	否定,They are dramatising the results.
dramatises,肝要,We found several dramatises.
dramatisation,	重大,Dramatisation is used frequently in academic and everyday English.
dramatisations,通貨,We found several dramatisations.
dramatist,	 通貨,Dramatist is used frequently in academic and everyday English.
dramatists,示す,We found several dramatists.
dramatization,	外延,Dramatization is used frequently in academic and everyday English.
dramatizations,	表示,We found several dramatizations.
dramatize,	示される,Dramatize is used frequently in academic and everyday English.
dramatized,	示します,I dramatized the report.
dramatizes,	示す,We found several dramatizes.
dramatizing,見付ける,They are dramatizing the results.
eventual,	検出可能,Eventual is used frequently in academic and everyday English.
eventuality,	検出,Eventuality is used frequently in academic and everyday English.
eventually,	検波,Eventually is used frequently in academic and everyday English.
exhibit,	検出,Exhibit is used frequently in academic and everyday English.
exhibited,	探偵,I exhibited the report.
exhibiting,	探偵,They are exhibiting the results.
exhibition,	ディテクター,Exhibition is used frequently in academic and everyday English.
exhibitions,	検出 器,We found several exhibitions.
exhibits,	検出,We found several exhibits.
exploit,逸脱,Exploit is used frequently in academic and everyday English.
exploitation,	逸脱,Exploitation is used frequently in academic and everyday English.
exploited,	逸脱,I exploited the report.
exploiting,	逸脱,They are exploiting the results.
exploits,	偏差,We found several exploits.
fluctuate,	偏差,Fluctuate is used frequently in academic and everyday English.
fluctuated,変位,I fluctuated the report.
fluctuates,	避難,We found several fluctuates.
fluctuating,	排水量,They are fluctuating the results.
fluctuation,	変位,Fluctuation is used frequently in academic and everyday English.
fluctuations,	変位,We found several fluctuations.
guideline,ドラマ,Guideline is used frequently in academic and everyday English.
guidelines,	ドラマ,We found several guidelines.
highlight,	劇的,The report highlights the need for action.
highlighted,	劇的,I highlighted the report.
highlighting,	ドラマチック,They are highlighting the results.
highlights,	ドラマ化,We found several highlights.
implicit,	ドラマ化,Implicit is used frequently in academic and everyday English.
implicitly,	ドラマチック,Implicitly is used frequently in academic and everyday English.
induce,	脚色,Induce is used frequently in academic and everyday English.
induced,	ドラマ化,I induced the report.
induces,	劇作家,We found several induces.
inducing,	劇作家,They are inducing the results.
induction,	脚色,Induction is used frequently in academic and everyday English.
inevitable,	ドラマ化,Inevitable is used frequently in academic and everyday English.
inevitability,	脚色,Inevitability is used frequently in academic and everyday English.
inevitably,	脚色,Inevitably is used frequently in academic and everyday English.
infrastructure,	ドラマ化する,Infrastructure is used frequently in academic and everyday English.
infrastructures,	演出,We found several infrastructures.
inspect,最終的,Inspect is used frequently in academic and everyday English.
inspected,	不測,I inspected the report.
inspecting,	結局,They are inspecting the results.
inspection,展示,Inspection is used frequently in academic and everyday English.
inspections,	展示,We found several inspections.
inspector,	展示,She is an inspector.
inspectors,	展示,We found several inspectors.
inspects,	展示 会,We found several inspects.
intense,	パレード,Intense is used frequently in academic and everyday English.
intensely,搾り取る,Intensely is used frequently in academic and everyday English.
intenseness,	搾取,Intenseness is used frequently in academic and everyday English.
intensification,	悪用,Intensification is used frequently in academic and everyday English.
intensified,	悪用,I intensified the report.
intensifies,	悪用,We found several intensifies.
intensify,動く,Intensify is used frequently in academic and everyday English.
intensifying,	変動,They are intensifying the results.
intension,	変動,Intension is used frequently in academic and everyday English.
intensity,	変動,Intensity is used frequently in academic and everyday English.
intensive,	変動,Intensive is used frequently in academic and everyday English.
intensively,	変動,Intensively is used frequently in academic and everyday English.
manipulate,ガイドライン,Manipulate is used frequently in academic and everyday English.
manipulated,	ガイドライン,I manipulated the report.
manipulates,ハイライト,We found several manipulates.
manipulating,	強調,They are manipulating the results.
manipulation,	強調 表示,Manipulation is used frequently in academic and everyday English.
manipulations,	ハイライト,We found several manipulations.
manipulative,暗黙の,Manipulative is used frequently in academic and everyday English.
minimise,	暗黙的,Minimise is used frequently in academic and everyday English.
minimised,徠,I minimised the report.
minimises,	誘導,We found several minimises.
minimising,	誘導,They are minimising the results.
minimize,	誘導,Minimize is used frequently in academic and everyday English.
minimized,	誘導,I minimized the report.
minimizes,必至,We found several minimizes.
minimizing,	必然,They are minimizing the results.
nuclear,	必然的に,Nuclear is used frequently in academic and everyday English.
offset,インフラ,Offset is used frequently in academic and everyday English.
offsets,	インフラ,We found several offsets.
offsetting,検査する,They are offsetting the results.
paragraph,	検査,Paragraph is used frequently in academic and everyday English.
paragraphing,	実検,They are paragraphing the results.
paragraphs,	検査,We found several paragraphs.
plus,	検査,We found several plus.
pluses,	インスペクター,We found several pluses.
practitioner,	検査 官,She is an practitioner.
practitioners,	検査,We found several practitioners.
predominant,きつい,Predominant is used frequently in academic and everyday English.
predominance,	激しく,Predominance is used frequently in academic and everyday English.
predominantly,	強烈さ,Predominantly is used frequently in academic and everyday English.
predominate,	激化,Predominate is used frequently in academic and everyday English.
predominated,	激化,I predominated the report.
predominates,	激化,We found several predominates.
predominating,	深まる,They are predominating the results.
prospect,	激化,Prospect is used frequently in academic and everyday English.
prospective,	意図,Prospective is used frequently in academic and everyday English.
prospects,	強度,We found several prospects.
radical,	インテンシブ,Radical is used frequently in academic and everyday English.
radically,	集中,Radically is used frequently in academic and everyday English.
radicals,操る,We found several radicals.
random,	操作,Random is used frequently in academic and everyday English.
randomly,	操作,Randomly is used frequently in academic and everyday English.
randomness,	操作,Randomness is used frequently in academic and everyday English.
reinforce,	マニピュレーション,The teacher used examples to reinforce the concept.
reinforced,	操作,I reinforced the report.
reinforcement,	操作的,Reinforcement is used frequently in academic and everyday English.
reinforcements,最小限,We found several reinforcements.
reinforces,	最小 化,We found several reinforces.
reinforcing,	最小 化,They are reinforcing the results.
restore,	最小限,Restore is used frequently in academic and everyday English.
restoration,	最小化する,Restoration is used frequently in academic and everyday English.
restored,	最小 化,I restored the report.
restores,	最小 化,We found several restores.
restoring,	最小 化,They are restoring the results.
revise,核,Revise is used frequently in academic and everyday English.
revised,相殺,I revised the report.
revises,	オフセット,We found several revises.
revising,	相殺,They are revising the results.
revision,段落,Revision is used frequently in academic and everyday English.
revisions,	段落,We found several revisions.
schedule,	段落,Schedule is used frequently in academic and everyday English.
reschedule,プラス,Reschedule is used frequently in academic and everyday English.
rescheduled,	プラス,I rescheduled the report.
reschedules,開業医,We found several reschedules.
rescheduling,	実務 家,They are rescheduling the results.
scheduled,優勢,I scheduled the report.
schedules,	優勢,We found several schedules.
scheduling,	主,They are scheduling the results.
unscheduled,	そびえる,I unscheduled the report.
tense,	優勢,Tense is used frequently in academic and everyday English.
tension,	優勢,Tension is used frequently in academic and everyday English.
tensely,	優勢,Tensely is used frequently in academic and everyday English.
tenser,見通し,She is an tenser.
tensest,	プロスペクティブ,Tensest is used frequently in academic and everyday English.
tensions,	形勢,We found several tensions.
terminate,部首,Terminate is used frequently in academic and everyday English.
terminal,	根本,Terminal is used frequently in academic and everyday English.
terminals,	ラジカル,We found several terminals.
terminated,ランダム,I terminated the report.
terminates,	ランダム,We found several terminates.
terminating,	無作為,They are terminating the results.
termination,補強する,Termination is used frequently in academic and everyday English.
terminations,	強化,We found several terminations.
theme,	強化,Theme is used frequently in academic and everyday English.
themes,	援兵,We found several themes.
thematic,	強化,Thematic is used frequently in academic and everyday English.
thematically,	補強,Thematically is used frequently in academic and everyday English.
thereby,戻す,Thereby is used frequently in academic and everyday English.
uniform,	復旧,Uniform is used frequently in academic and everyday English.
uniformity,	復元,Uniformity is used frequently in academic and everyday English.
uniformly,	復元,Uniformly is used frequently in academic and everyday English.
vehicle,	復元,Vehicle is used frequently in academic and everyday English.
vehicles,改める,We found several vehicles.
via,	改訂,Via is used frequently in academic and everyday English.
virtual,	改訂,Virtual is used frequently in academic and everyday English.
virtually,	改正,Virtually is used frequently in academic and everyday English.
visual,	改定,Visual is used frequently in academic and everyday English.
visualise,	リビジョン,Visualise is used frequently in academic and everyday English.
visualised,計画,I visualised the report.
visualising,	変更する,They are visualising the results.
visualisation,	スケジュール,Visualisation is used frequently in academic and everyday English.
visualize,	スケジュール変更,Visualize is used frequently in academic and everyday English.
visualized,	スケジュール変更,I visualized the report.
visualizing,	予定,They are visualizing the results.
visualization,	スケジュール,Visualization is used frequently in academic and everyday English.
visually,	スケジューリング,Visually is used frequently in academic and everyday English.
widespread,	不定期,Widespread is used frequently in academic and everyday English.
Sublist 9 of the Academic Word List,時制,Sublist 9 of the academic word list is used frequently in academic and everyday English.
accommodate,	緊張,Accommodate is used frequently in academic and everyday English.
accommodated,	激しく,I accommodated the report.
accommodates,	テンサー,We found several accommodates.
accommodating,	テンセスト,They are accommodating the results.
accommodation,	緊張,Accommodation is used frequently in academic and everyday English.
analogy,終了する,Analogy is used frequently in academic and everyday English.
analogies,	ターミナル,We found several analogies.
analogous,	端末,We found several analogous.
anticipate,	終了,We anticipate a lot of interest in the event.
anticipated,	終了,I anticipated the report.
anticipates,	終了,We found several anticipates.
anticipating,	終了,They are anticipating the results.
anticipation,	終端,Anticipation is used frequently in academic and everyday English.
unanticipated,テーマ,I unanticipated the report.
assure,	テーマ,Assure is used frequently in academic and everyday English.
assurance,	テーマ,Assurance is used frequently in academic and everyday English.
assurances,	主題,We found several assurances.
assured,それによって,I assured the report.
assuredly,制服,Assuredly is used frequently in academic and everyday English.
assures,	一律,We found several assures.
assuring,	万遍無く,They are assuring the results.
attain,車,Attain is used frequently in academic and everyday English.
attainable,	車,Attainable is used frequently in academic and everyday English.
attained,経由,I attained the report.
attaining,バーチャル,They are attaining the results.
attainment,	実際に,Attainment is used frequently in academic and everyday English.
attainments,ビジュアル,We found several attainments.
attains,	視覚化する,We found several attains.
unattainable,	視覚化,Unattainable is used frequently in academic and everyday English.
behalf,	視覚化,Behalf is used frequently in academic and everyday English.
bulk,	視覚化,Bulk is used frequently in academic and everyday English.
bulky,	視覚化,Bulky is used frequently in academic and everyday English.
cease,	視覚化,Cease is used frequently in academic and everyday English.
ceased,	可視 化,I ceased the report.
ceaseless,	視覚化,Ceaseless is used frequently in academic and everyday English.
ceases,	視覚,We found several ceases.
ceasing,広く,They are ceasing the results.
coherent,,Coherent is used frequently in academic and everyday English.
coherence,,Coherence is used frequently in academic and everyday English.
coherently,アカデミックワードリストのサブリスト9,Coherently is used frequently in academic and everyday English.
incoherent,,Incoherent is used frequently in academic and everyday English.
incoherently,収容,Incoherently is used frequently in academic and everyday English.
coincide,	収容,Coincide is used frequently in academic and everyday English.
coincided,	収容,I coincided the report.
coincides,	収容,We found several coincides.
coinciding,	収容,They are coinciding the results.
coincidence,アナロジー,Coincidence is used frequently in academic and everyday English.
coincidences,	類似,We found several coincidences.
coincident,	類似,Coincident is used frequently in academic and everyday English.
coincidental,待つ,Coincidental is used frequently in academic and everyday English.
commence,	予想,Commence is used frequently in academic and everyday English.
commenced,	予想,I commenced the report.
commences,	予想,We found several commences.
commencement,	予想,Commencement is used frequently in academic and everyday English.
commencing,	予期 しない,They are commencing the results.
recommences,請け合う,We found several recommences.
recommenced,	保険,I recommenced the report.
recommencing,	保険,They are recommencing the results.
compatible,	保証,Compatible is used frequently in academic and everyday English.
compatibility,	確実,Compatibility is used frequently in academic and everyday English.
incompatibility,	保証,Incompatibility is used frequently in academic and everyday English.
incompatible,	保証,Incompatible is used frequently in academic and everyday English.
concurrent,到る,Concurrent is used frequently in academic and everyday English.
concurrently,	達成,Concurrently is used frequently in academic and everyday English.
confine,	達成,Confine is used frequently in academic and everyday English.
confined,	達成,I confined the report.
confines,	到達,We found several confines.
confining,	素養,They are confining the results.
unconfined,	達成,I unconfined the report.
controversy,	及ばない,Controversy is used frequently in academic and everyday English.
controversies,代わり,We found several controversies.
controversial,嵩,Controversial is used frequently in academic and everyday English.
controversially,	分厚い,Controversially is used frequently in academic and everyday English.
uncontroversial,止める,Uncontroversial is used frequently in academic and everyday English.
converse,	停止,Converse is used frequently in academic and everyday English.
conversely,	絶え間 ない,Conversely is used frequently in academic and everyday English.
device,	停止,Device is used frequently in academic and everyday English.
devices,	中止,We found several devices.
devote,コヒーレント,Devote is used frequently in academic and everyday English.
devoted,	辻褄,I devoted the report.
devotedly,	コヒーレント,Devotedly is used frequently in academic and everyday English.
devotes,	支離滅裂,We found several devotes.
devoting,	支離滅裂,They are devoting the results.
devotion,一致,Devotion is used frequently in academic and everyday English.
devotions,	一致,We found several devotions.
diminish,	一致,Diminish is used frequently in academic and everyday English.
diminished,	脗,I diminished the report.
diminishes,	符合,We found several diminishes.
diminishing,	偶然,They are diminishing the results.
diminution,	一致,Diminution is used frequently in academic and everyday English.
undiminished,	偶然,I undiminished the report.
distort,開始,Distort is used frequently in academic and everyday English.
distorted,	開始,I distorted the report.
distorting,	開始,They are distorting the results.
distortion,	開始,Distortion is used frequently in academic and everyday English.
distortions,	開始,We found several distortions.
distorts,	繰り返す,We found several distorts.
duration,	再開しました,Duration is used frequently in academic and everyday English.
erode,	再開する,Erode is used frequently in academic and everyday English.
eroded,コンパチ,I eroded the report.
erodes,	互換性,We found several erodes.
eroding,	非 互換 性,They are eroding the results.
erosion,	相容れない,Erosion is used frequently in academic and everyday English.
ethic,同時,Ethic is used frequently in academic and everyday English.
ethical,	兼,Ethical is used frequently in academic and everyday English.
ethically,閉じ込める,Ethically is used frequently in academic and everyday English.
ethics,	狭い,We found several ethics.
unethical,	範囲,Unethical is used frequently in academic and everyday English.
format,	拘束,Format is used frequently in academic and everyday English.
formatted,	一軸,I formatted the report.
formatting,論争,They are formatting the results.
formats,	論争,We found several formats.
found,	論争,Found is used frequently in academic and everyday English.
founded,	論争,I founded the report.
founder,	余地,She is an founder.
founders,語り合う,We found several founders.
founding,	逆に言えば,They are founding the results.
unfounded,デバイス,I unfounded the report.
inherent,	デバイス,Inherent is used frequently in academic and everyday English.
inherently,捧げる,Inherently is used frequently in academic and everyday English.
insight,	忠実,Insight is used frequently in academic and everyday English.
insightful,	献身 的,Insightful is used frequently in academic and everyday English.
insights,	充て,We found several insights.
integral,	捧げる,Integral is used frequently in academic and everyday English.
intermediate,	帰依,Intermediate is used frequently in academic and everyday English.
manual,	祈り,Manual is used frequently in academic and everyday English.
manually,減らす,Manually is used frequently in academic and everyday English.
manuals,	減少,We found several manuals.
mature,	減少,Mature is used frequently in academic and everyday English.
immature,	減少,Immature is used frequently in academic and everyday English.
immaturity,	減る,Immaturity is used frequently in academic and everyday English.
maturation,	衰えない,Maturation is used frequently in academic and everyday English.
maturational,歪める,Maturational is used frequently in academic and everyday English.
matured,	歪む,I matured the report.
matures,	歪曲,We found several matures.
maturing,	歪み,They are maturing the results.
maturity,	歪み,Maturity is used frequently in academic and everyday English.
mediate,	歪め,Mediate is used frequently in academic and everyday English.
mediated,期間,I mediated the report.
mediates,むしばむ,We found several mediates.
mediating,	侵食,They are mediating the results.
mediation,	侵食,Mediation is used frequently in academic and everyday English.
medium,	浸食,Medium is used frequently in academic and everyday English.
military,	侵食,Military is used frequently in academic and everyday English.
minimal,倫理,Minimal is used frequently in academic and everyday English.
minimalisation,	倫理的,Minimalisation is used frequently in academic and everyday English.
minimalise,	倫理 的,Minimalise is used frequently in academic and everyday English.
minimalises,	倫理,We found several minimalises.
minimalised,	不道徳な,I minimalised the report.
minimalising,形式,They are minimalising the results.
minimalist,	フォーマット,Minimalist is used frequently in academic and everyday English.
minimalists,	フォーマッティング,We found several minimalists.
minimalistic,	形式,Minimalistic is used frequently in academic and everyday English.
minimalization,設立する,Minimalization is used frequently in academic and everyday English.
minimalize,	設立,Minimalize is used frequently in academic and everyday English.
minimalized,	始祖,I minimalized the report.
minimalizes,	創設 者,We found several minimalizes.
minimalizing,	創立,They are minimalizing the results.
minimally,	根拠のない,Minimally is used frequently in academic and everyday English.
mutual,生得,Mutual is used frequently in academic and everyday English.
mutually,	本来,Mutually is used frequently in academic and everyday English.
norm,直観,Norm is used frequently in academic and everyday English.
norms,	洞察 力,We found several norms.
overlap,	洞察 力,Overlap is used frequently in academic and everyday English.
overlapped,積分,I overlapped the report.
overlapping,中間,They are overlapping the results.
overlaps,手動,We found several overlaps.
passive,	手動,Passive is used frequently in academic and everyday English.
passively,	マニュアル,Passively is used frequently in academic and everyday English.
passivity,熟れる,Passivity is used frequently in academic and everyday English.
portion,	幼稚,Portion is used frequently in academic and everyday English.
portions,	未熟,We found several portions.
preliminary,	成熟,Preliminary is used frequently in academic and everyday English.
preliminaries,	成熟,We found several preliminaries.
protocol,	成熟,Protocol is used frequently in academic and everyday English.
protocols,	成熟,We found several protocols.
qualitative,	成熟,Qualitative is used frequently in academic and everyday English.
qualitatively,	成熟,Qualitatively is used frequently in academic and everyday English.
refine,取り持つ,Refine is used frequently in academic and everyday English.
refined,	媒介,I refined the report.
refinement,	仲介,Refinement is used frequently in academic and everyday English.
refinements,	媒介,We found several refinements.
refines,	調停,We found several refines.
refining,中程度,They are refining the results.
relax,軍,Relax is used frequently in academic and everyday English.
relaxation,極小,Relaxation is used frequently in academic and everyday English.
relaxed,	最小化,I relaxed the report.
relaxes,	最小 化,We found several relaxes.
relaxing,	ミニマライズ,They are relaxing the results.
restrain,	ミニマライズ,Restrain is used frequently in academic and everyday English.
restrained,	ミニマライジング,I restrained the report.
