English,Japanese,context
accommodated,"	激しく",I accommodated the report.
accommodates,"	テンサー",We found several accommodates.
accommodating,"	テンセスト",They are accommodating the results.
accommodation,"	緊張",
analogy,終了する,
analogies,"	ターミナル",We found several analogies.
analogous,"	端末",We found several analogous.
anticipate,"	終了",
anticipated,"	終了",I anticipated the report.
anticipates,"	終了",We found several anticipates.
anticipating,"	終了",They are anticipating the results.
anticipation,"	終端",
unanticipated,テーマ,I unanticipated the report.
assure,"	テーマ",
assurance,"	テーマ",
assurances,"	主題",We found several assurances.
assured,それによって,I assured the report.
assuredly,制服,
assures,"	一律",We found several assures.
assuring,"	万遍無く",They are assuring the results.
attain,車,
attainable,"	車",
attained,経由,I attained the report.
attaining,バーチャル,They are attaining the results.
attainment,"	実際に",
attainments,ビジュアル,We found several attainments.
attains,"	視覚化する",We found several attains.
unattainable,"	視覚化",
behalf,"	視覚化",
bulk,"	視覚化",
bulky,"	視覚化",
cease,"	視覚化",
ceased,"	可視 化",I ceased the report.
ceaseless,"	視覚化",
ceases,"	視覚",We found several ceases.
ceasing,広く,They are ceasing the results.
coherent,,
coherence,,
coherently,アカデミックワードリストのサブリスト9,
incoherent,,
incoherently,収容,
coincide,"	収容",
coincided,"	収容",I coincided the report.
coincides,"	収容",We found several coincides.
coinciding,"	収容",They are coinciding the results.
coincidence,アナロジー,
coincidences,"	類似",We found several coincidences.
coincident,"	類似",
coincidental,待つ,
commence,"	予想",
commenced,"	予想",I commenced the report.
commences,"	予想",We found several commences.
commencement,"	予想",
commencing,"	予期 しない",They are commencing the results.
recommences,請け合う,We found several recommences.
recommenced,"	保険",I recommenced the report.
recommencing,"	保険",They are recommencing the results.
compatible,"	保証",
compatibility,"	確実",
incompatibility,"	保証",
incompatible,"	保証",
concurrent,到る,
concurrently,"	達成",
confine,"	達成",
confined,"	達成",I confined the report.
confines,"	到達",We found several confines.
confining,"	素養",They are confining the results.
unconfined,"	達成",I unconfined the report.
controversy,"	及ばない",
controversies,代わり,We found several controversies.
controversial,嵩,
controversially,"	分厚い",
uncontroversial,止める,
converse,"	停止",
conversely,"	絶え間 ない",
device,"	停止",
devices,"	中止",We found several devices.
devote,コヒーレント,
devoted,"	辻褄",I devoted the report.
devotedly,"	コヒーレント",
devotes,"	支離滅裂",We found several devotes.
devoting,"	支離滅裂",They are devoting the results.
devotion,一致,
devotions,"	一致",We found several devotions.
diminish,"	一致",
diminished,"	脗",I diminished the report.
diminishes,"	符合",We found several diminishes.
diminishing,"	偶然",They are diminishing the results.
diminution,"	一致",
undiminished,"	偶然",I undiminished the report.
distort,開始,
distorted,"	開始",I distorted the report.
distorting,"	開始",They are distorting the results.
distortion,"	開始",
distortions,"	開始",We found several distortions.
distorts,"	繰り返す",We found several distorts.
duration,"	再開しました",
erode,"	再開する",
eroded,コンパチ,I eroded the report.
erodes,"	互換性",We found several erodes.
eroding,"	非 互換 性",They are eroding the results.
erosion,"	相容れない",
ethic,同時,
ethical,"	兼",
ethically,閉じ込める,
ethics,"	狭い",We found several ethics.
unethical,"	範囲",
format,"	拘束",
formatted,"	一軸",I formatted the report.
formatting,論争,They are formatting the results.
formats,"	論争",We found several formats.
found,"	論争",
founded,"	論争",I founded the report.
founder,"	余地",She is an founder.
founders,語り合う,We found several founders.
founding,"	逆に言えば",They are founding the results.
unfounded,デバイス,I unfounded the report.
inherent,"	デバイス",
inherently,捧げる,
insight,"	忠実",
insightful,"	献身 的",
insights,"	充て",We found several insights.
integral,"	捧げる",
intermediate,"	帰依",
manual,"	祈り",
manually,減らす,
manuals,"	減少",We found several manuals.
mature,"	減少",
immature,"	減少",
immaturity,"	減る",
maturation,"	衰えない",
maturational,歪める,
matured,"	歪む",I matured the report.
matures,"	歪曲",We found several matures.
maturing,"	歪み",They are maturing the results.
maturity,"	歪み",
mediate,"	歪め",
mediated,期間,I mediated the report.
mediates,むしばむ,We found several mediates.
mediating,"	侵食",They are mediating the results.
mediation,"	侵食",
medium,"	浸食",
military,"	侵食",
minimal,倫理,
minimalisation,"	倫理的",
minimalise,"	倫理 的",
minimalises,"	倫理",We found several minimalises.
minimalised,"	不道徳な",I minimalised the report.
minimalising,形式,They are minimalising the results.
minimalist,"	フォーマット",
minimalists,"	フォーマッティング",We found several minimalists.
minimalistic,"	形式",
minimalization,設立する,
minimalize,"	設立",
minimalized,"	始祖",I minimalized the report.
minimalizes,"	創設 者",We found several minimalizes.
minimalizing,"	創立",They are minimalizing the results.
minimally,"	根拠のない",
mutual,生得,
mutually,"	本来",
norm,直観,
norms,"	洞察 力",We found several norms.
overlap,"	洞察 力",
overlapped,積分,I overlapped the report.
overlapping,中間,They are overlapping the results.
overlaps,手動,We found several overlaps.
passive,"	手動",
passively,"	マニュアル",
passivity,熟れる,
portion,"	幼稚",
portions,"	未熟",We found several portions.
preliminary,"	成熟",
preliminaries,"	成熟",We found several preliminaries.
protocol,"	成熟",
protocols,"	成熟",We found several protocols.
qualitative,"	成熟",
qualitatively,"	成熟",
refine,取り持つ,
refined,"	媒介",I refined the report.
refinement,"	仲介",
refinements,"	媒介",We found several refinements.
refines,"	調停",We found several refines.
refining,中程度,They are refining the results.
relax,軍,
relaxation,極小,
relaxed,"	最小化",I relaxed the report.
relaxes,"	最小 化",We found several relaxes.
relaxing,"	ミニマライズ",They are relaxing the results.
restrain,"	ミニマライズ",
restrained,"	ミニマライジング",I restrained the report.
restraining,"	ミニマリスト",They are restraining the results.
restrains,"	ミニマリスト",We found several restrains.
restraint,"	ミニマル",
restraints,"	ミニマライゼーション",We found several restraints.
unrestrained,"	最小化",I unrestrained the report.
revolution,"	最小 化",
revolutionary,"	最小 化",
revolutionaries,"	ミニマライジング",We found several revolutionaries.
revolutionise,"	最小限",
revolutionised,相互,I revolutionised the report.
revolutionises,"	互いに",We found several revolutionises.
revolutionising,規格,They are revolutionising the results.
revolutionist,"	規範",
revolutionists,オーバーラップ,We found several revolutionists.
revolutionize,"	オーバー ラップ",
revolutionized,"	重複",I revolutionized the report.
revolutionizes,"	重複",We found several revolutionizes.
revolutionizing,受け身,They are revolutionizing the results.
revolutions,"	受動 的",We found several revolutions.
rigid,"	消極性",
rigidities,部分,We found several rigidities.
rigidity,"	部分",
rigidly,予備的,
route,"	予備",
routed,議定書,I routed the report.
routes,"	プロトコル",We found several routes.
routing,定性,They are routing the results.
scenario,"	質的",
scenarios,磨く,We found several scenarios.
sphere,"	床しい",
spheres,"	洗練",We found several spheres.
spherical,"	改良",
spherically,"	精製",
subordinate,"	精錬",
subordinates,リラックス,We found several subordinates.
subordination,"	慰安",
supplement,"	くつろいだ",
supplementary,"	緩和",
supplemented,"	伸びやか",I supplemented the report.
supplementing,抑止する,They are supplementing the results.
supplements,"	拘束",We found several supplements.
suspend,"	抑制",
suspended,"	抑制",I suspended the report.
suspending,"	拘束",They are suspending the results.
suspends,"	拘束",We found several suspends.
suspension,"	気まま",
team,革命,
teamed,"	革命家",I teamed the report.
teaming,"	革命",They are teaming the results.
teams,"	革命",We found several teams.
temporary,"	革命",
temporarily,"	革命を起こす",
trigger,"	革命を起こす",She is an trigger.
triggered,"	革命家",I triggered the report.
triggering,"	革命家",They are triggering the results.
triggers,"	革命",We found several triggers.
unify,"	革命",
unification,"	革命",
unified,"	革命",I unified the report.
unifies,"	回転",We found several unifies.
unifying,硬直,They are unifying the results.
violate,"	剛性 率",
violated,"	剛性",I violated the report.
violates,"	厳に",We found several violates.
violating,ルート,They are violating the results.
violation,"	ルーティング",
violations,"	ルート",We found several violations.
vision,"	ルーティング",
visions,シナリオ,We found several visions.
Sublist 10 of the Academic Word List,"	シナリオ",
adjacent,球,
albeit,"	球",
assemble,"	丸い",
assembled,"	球状",I assembled the report.
assembles,下位,We found several assembles.
assemblies,"	部下",We found several assemblies.
assembling,"	従属",They are assembling the results.
assembly,サプリメント,
collapse,"	副",
collapsed,"	補完",I collapsed the report.
collapses,"	補完",We found several collapses.
collapsible,"	サプリメント",
collapsing,停止する,They are collapsing the results.
colleague,"	中断",
colleagues,"	中断",We found several colleagues.
compile,"	中断",
compilation,"	停止",
compilations,チーム,We found several compilations.
compiled,"	チーム",I compiled the report.
compiles,"	チーミング",We found several compiles.
compiling,"	チーム",They are compiling the results.
conceive,一時的,
conceivable,"	仮に",
conceivably,トリガー,
conceived,"	トリガー",I conceived the report.
conceives,"	トリガー",We found several conceives.
conceiving,"	トリガー",They are conceiving the results.
inconceivable,統一する,
inconceivably,"	統一",
convince,"	ユニファイド",
convinced,"	統一",I convinced the report.
convinces,"	統一",We found several convinces.
convincing,破る,They are convincing the results.
convincingly,"	違反",
unconvinced,"	違反",I unconvinced the report.
depress,"	違反",
depressed,"	違反",I depressed the report.
depresses,"	違反",We found several depresses.
depressing,視覚,They are depressing the results.
depression,"	ビジョン",
encounter,,She is an encounter.
encountered,,I encountered the report.
encountering,アカデミックワードリストのサブリスト10,They are encountering the results.
encounters,,We found several encounters.
enormous,,We found several enormous.
enormity,隣接,
enormously,とはいえ,
forthcoming,集める,They are forthcoming the results.
incline,"	組み立て",
inclination,"	組み立て",
inclinations,"	アセンブリ",We found several inclinations.
inclined,"	組立",I inclined the report.
inclines,"	集会",We found several inclines.
inclining,倒れる,They are inclining the results.
integrity,"	崩壊",
intrinsic,"	崩壊",
intrinsically,"	折り畳める",
invoke,"	崩壊",
invoked,同僚,I invoked the report.
invokes,"	同僚",We found several invokes.
invoking,コンパイル,They are invoking the results.
levy,"	編纂",
levies,"	コンパイル",We found several levies.
likewise,"	コンパイル",
nonetheless,"	コンパイル",
notwithstanding,"	コンパイル",They are notwithstanding the results.
odd,孕む,
odds,"	考えられる",We found several odds.
ongoing,"	多分",They are ongoing the results.
panel,"	考案",
panelled,"	想像",I panelled the report.
panelling,"	妊娠",They are panelling the results.
panels,"	信じられない",We found several panels.
persist,"	想像もつかないほど",
persisted,説得する,I persisted the report.
persistence,"	確信",
persistent,"	説得",
persistently,"	説諭",
persisting,"	説得 力",They are persisting the results.
persists,"	納得",We found several persists.
pose,抑制,
posed,"	ブルー",I posed the report.
poses,"	踏み込む",We found several poses.
posing,"	鬱陶しい",They are posing the results.
reluctance,"	鬱病",
reluctant,出会い,
reluctantly,"	発生",
so called,"	発生",I so called the report.
straightforward,"	出会い",The instructions were clear and straightforward.
undergo,莫大,He had to undergo surgery after the accident.
undergoes,"	恐ろしさ",We found several undergoes.
undergoing,"	非常",They are undergoing the results.
undergone,来たる,She has undergone major changes since last year.
underwent,傾く,He underwent training to become a firefighter.
whereby,"	傾斜",They created a system whereby students could give feedback.
,"	傾斜",
,"	傾斜",
,"	傾斜",
,"	傾斜",
,整合性,
,組み込み,
,"	本質",
,呼び出す,
,"	呼び出さ れる",
,"	呼び出す",
,"	呼び出す",
,徴収,
,"	課税",
,同様,
,にもかかわらず,
,それにもかかわらず,
,変,
,"	勝ち目",
,進行 中,
,パネル,
,"	パネル",
,"	パネル",
,"	パネル",
,粘る,
,"	永続 化",
,"	固執",
,"	粘り強い",
,"	飽く迄",
,"	永続 化",
,"	永続 化",
,ポーズ,
,"	提起",
,"	ポーズ",
,"	ポーズ",
,不本意,
,"	嫌がる",
,"	仕方なく",
,いわゆる,
,簡単,
,経験する,
,"	受ける",
,"	受けて",
,"	受けて",
,"	受けた",
,という,
